CRIM	ZN	INDUS	CHAS	NOX	RM	AGE	DIS	TAX	PTRATIO	B	LSTAT	MEDV
4.26131	0	18.1	0	0.77	6.112	81.3	2.5091	666	20.2	390.74	12.67	22.4041635563989
0.04684	0	3.41	0	0.489	6.417	66.1	3.0923	270	17.8	392.18	8.81	22.6319039382079
2.24236	0	19.58	0	0.605	5.854	91.8	2.422	403	14.7	395.11	11.64	22.6796082836598
5.20177	0	18.1	1	0.77	6.127	83.4	2.7227	666	20.2	395.43	11.48	22.7086380877297
0.76162	20	3.97	0	0.647	5.56	62.8	1.9865	264	13	392.4	10.45	22.7733197483879
0.49298	0	9.9	0	0.544	6.635	82.5	3.3175	304	18.4	396.9	4.54	22.8582451487049
0.10084	0	10.01	0	0.547	6.715	81.6	2.6775	432	17.8	395.59	10.16	22.9069204709283
0.09164	0	10.81	0	0.413	6.065	7.8	5.2873	305	19.2	390.91	5.52	22.9521339133022
0.03551	25	4.86	0	0.426	6.167	46.7	5.4007	281	19	390.64	7.51	22.9590529343413
0.06211	40	1.25	0	0.429	6.49	44.4	8.7921	335	19.7	396.9	5.98	22.9950029571397
0.04203	28	15.04	0	0.464	6.442	53.6	3.6659	270	18.2	395.01	8.16	23.0030964231087
0.08829	12.5	7.87	0	0.524	6.012	66.6	5.5605	311	15.2	395.6	12.43	23.0064788715076
0.11425	0	13.89	1	0.55	6.373	92.4	3.3633	276	16.4	393.74	10.5	23.0165470018179
5.82401	0	18.1	0	0.532	6.242	64.7	3.4242	666	20.2	396.9	10.74	23.0362673489798
0.59005	0	21.89	0	0.624	6.372	97.9	2.3274	437	21.2	385.76	11.12	23.1155352907745
0.30347	0	7.38	0	0.493	6.312	28.9	5.4159	287	19.6	396.9	6.15	23.1495757612518
3.5222	0	18.1	0	0.631	3.863	100	1.5106	666	20.2	131.42	13.33	23.2679750372914
0.18159	0	7.38	0	0.493	6.376	54.3	4.5404	287	19.6	396.9	6.87	23.2723493169372
0.40202	0	9.9	0	0.544	6.382	67.2	3.5325	304	18.4	395.21	10.36	23.3656269822529
0.17899	0	9.69	0	0.585	5.67	28.8	2.7986	391	19.2	393.29	17.6	23.370667557148
1.05393	0	8.14	0	0.538	5.935	29.3	4.4986	307	21	386.85	6.58	23.4311215339734
0.13914	0	4.05	0	0.51	5.572	88.5	2.5961	296	16.6	396.9	14.69	23.43973209958
0.0187	85	4.15	0	0.429	6.516	27.7	8.5353	351	17.9	392.43	6.36	23.4719440147036
0.07022	0	4.05	0	0.51	6.02	47.2	3.5549	296	16.6	393.23	10.11	23.4745243962741
0.03871	52.5	5.32	0	0.405	6.209	31.3	7.3172	293	16.6	396.9	7.14	23.4782698460844
5.29305	0	18.1	0	0.7	6.051	82.5	2.1678	666	20.2	378.38	18.76	23.4825876221441
3.56868	0	18.1	0	0.58	6.437	75	2.8965	666	20.2	393.37	14.36	23.5075876767985
0.09252	30	4.93	0	0.428	6.606	42.2	6.1899	300	16.6	383.78	7.37	23.5184666578566
1.42502	0	19.58	0	0.871	6.51	100	1.7659	403	14.7	364.31	7.39	23.587635390131
0.0456	0	13.89	1	0.55	5.888	56	3.1121	276	16.4	392.8	13.51	23.5897096103445
0.15445	25	5.13	0	0.453	6.145	29.2	7.8148	284	19.7	390.68	6.86	23.6071135583302
0.04981	21	5.64	0	0.439	5.998	21.4	6.8147	243	16.8	396.9	8.43	23.6222443008229
0.19539	0	10.81	0	0.413	6.245	6.2	5.2873	305	19.2	377.17	7.54	23.6985785387312
0.03584	80	3.37	0	0.398	6.29	17.8	6.6115	337	16.1	396.9	4.67	23.7740151335607
0.09178	0	4.05	0	0.51	6.416	84.1	2.6463	296	16.6	395.5	9.04	23.7840276950131
0.0566	0	3.41	0	0.489	7.007	86.3	3.4217	270	17.8	396.9	5.5	23.8384801251966
0.28955	0	10.59	0	0.489	5.412	9.8	3.5875	277	18.6	348.93	29.55	23.8936967524649
0.12757	30	4.93	0	0.428	6.393	7.8	7.0355	300	16.6	374.71	5.19	23.9732840157216
5.70818	0	18.1	0	0.532	6.75	74.9	3.3317	666	20.2	393.07	7.74	24.0575305044086
0.08244	30	4.93	0	0.428	6.481	18.5	6.1899	300	16.6	379.41	6.36	24.1101072353105
0.3692	0	9.9	0	0.544	6.567	87.3	3.6023	304	18.4	395.69	9.28	24.1586089611003
1.80028	0	19.58	0	0.605	5.877	79.2	2.4259	403	14.7	227.61	12.14	24.2847680305706
0.1676	0	7.38	0	0.493	6.426	52.3	4.5404	287	19.6	396.9	7.2	24.4146953564689
2.3004	0	19.58	0	0.605	6.319	96.1	2.1	403	14.7	297.09	11.1	24.4719776138279
0.08265	0	13.92	0	0.437	6.127	18.4	5.5027	289	16	396.9	8.58	24.5216374322373
0.06076	0	11.93	0	0.573	6.976	91	2.1675	273	21	396.9	5.64	24.5220173614056
0.05059	0	4.49	0	0.449	6.389	48	4.7794	247	18.5	396.9	9.62	24.5358047141892
0.04462	25	4.86	0	0.426	6.619	70.4	5.4007	281	19	395.63	7.22	24.5742087093121
0.02543	55	3.78	0	0.484	6.696	56.4	5.7321	370	17.6	396.9	7.18	24.5769804606645
0.00632	18	2.31	0	0.538	6.575	65.2	4.09	296	15.3	396.9	4.98	24.5792918553809
0.33045	0	6.2	0	0.507	6.086	61.5	3.6519	307	17.4	376.75	10.88	24.7358241688783
0.0795	60	1.69	0	0.411	6.579	35.9	10.7103	411	18.3	370.78	5.49	24.7513340463973
0.07896	0	12.83	0	0.437	6.273	6	4.2515	398	18.7	394.92	6.78	24.7570380276577
0.03445	82.5	2.03	0	0.415	6.162	38.4	6.27	348	14.7	393.77	7.43	24.7634391162369
0.08826	0	10.81	0	0.413	6.417	6.6	5.2873	305	19.2	383.73	6.72	24.7880757655434
0.537	0	6.2	0	0.504	5.981	68.1	3.6715	307	17.4	378.35	11.65	24.8609528533385
1.34284	0	19.58	0	0.605	6.066	100	1.7573	403	14.7	353.89	6.43	24.8636769545026
0.33983	22	5.86	0	0.431	6.108	34.9	8.0555	330	19.1	390.18	9.16	24.865815040018
0.13587	0	10.59	1	0.489	6.064	59.1	4.2392	277	18.6	381.32	14.66	24.9015602990673
0.1146	20	6.96	0	0.464	6.538	58.7	3.9175	223	18.6	394.96	7.73	24.9227071335258
0.1403	22	5.86	0	0.431	6.487	13	7.3967	330	19.1	396.28	5.9	24.9537761088716
0.22969	0	10.59	0	0.489	6.326	52.5	4.3549	277	18.6	394.87	10.97	25.0491698106228
0.01501	80	2.01	0	0.435	6.635	29.7	8.344	280	17	390.94	5.99	25.0512243561173
0.16439	22	5.86	0	0.431	6.433	49.1	7.8265	330	19.1	374.71	9.52	25.1279402943927
0.27957	0	9.69	0	0.585	5.926	42.6	2.3817	391	19.2	396.9	13.59	25.1449795090831
0.05425	0	4.05	0	0.51	6.315	73.4	3.3175	296	16.6	395.6	6.29	25.1952684929064
0.19186	0	7.38	0	0.493	6.431	14.7	5.4159	287	19.6	393.68	5.08	25.2355888020532
0.17505	0	5.96	0	0.499	5.966	30.2	3.8473	279	19.2	393.43	10.13	25.4492204762301
0.15936	0	6.91	0	0.448	6.211	6.5	5.7209	233	17.9	394.46	7.44	25.467124847427
0.02055	85	0.74	0	0.41	6.383	35.7	9.1876	313	17.3	396.9	5.77	25.6422555356909
0.21409	22	5.86	0	0.431	6.438	8.9	7.3967	330	19.1	377.07	3.59	25.7935273825934
0.04417	70	2.24	0	0.4	6.871	47.4	7.8278	358	14.8	390.86	6.07	25.8007557106238
0.04297	52.5	5.32	0	0.405	6.565	22.9	7.3172	293	16.6	371.72	9.51	25.8482091938948
0.03659	25	4.86	0	0.426	6.302	32.2	5.4007	281	19	396.9	6.72	26.0135491375765
5.73116	0	18.1	0	0.532	7.061	77	3.4106	666	20.2	395.28	7.01	26.0955360581066
0.02875	28	15.04	0	0.464	6.211	28.9	3.6659	270	18.2	396.33	6.21	26.2551961689724
0.34109	0	7.38	0	0.493	6.415	40.1	4.7211	287	19.6	396.9	6.12	26.3172950106873
4.54192	0	18.1	0	0.77	6.398	88	2.5182	666	20.2	374.56	7.79	26.3597708315197
0.19802	0	10.59	0	0.489	6.182	42.4	3.9454	277	18.6	393.63	9.47	26.3600622826163
0.0536	21	5.64	0	0.439	6.511	21.1	6.8147	243	16.8	396.9	5.28	26.3843709850844
2.924	0	19.58	0	0.605	6.101	93	2.2834	403	14.7	240.16	9.81	26.3997826401486
0.1265	25	5.13	0	0.453	6.762	43.4	7.9809	284	19.7	395.58	9.5	26.436588331245
0.52058	0	6.2	1	0.507	6.631	76.5	4.148	307	17.4	388.45	9.54	26.4724214484327
0.16211	20	6.96	0	0.464	6.24	16.3	4.429	223	18.6	396.9	6.59	26.4806365374794
0.1415	0	6.91	0	0.448	6.169	6.6	5.7209	233	17.9	383.37	5.81	26.487765718952
0.19073	22	5.86	0	0.431	6.718	17.5	7.8265	330	19.1	393.74	6.56	26.5975645101431
0.09266	34	6.09	0	0.433	6.495	18.4	5.4917	329	16.1	383.61	8.67	26.9477717607649
0.08308	0	2.46	0	0.488	5.604	89.8	2.9879	193	17.8	391	13.98	26.9539401760782
0.11432	0	8.56	0	0.52	6.781	71.3	2.8561	384	20.9	395.58	7.67	26.9630679487475
0.05735	0	4.49	0	0.449	6.63	56.1	4.4377	247	18.5	392.3	6.53	26.9677984588294
0.12744	0	6.91	0	0.448	6.77	2.9	5.7209	233	17.9	385.41	4.84	26.9972536767461
0.02899	40	1.25	0	0.429	6.939	34.5	8.7921	335	19.7	389.85	5.89	27.1534954661258
0.35809	0	6.2	1	0.507	6.951	88.5	2.8617	307	17.4	391.7	9.71	27.1875108927063
1.27346	0	19.58	1	0.605	6.25	92.6	1.7984	403	14.7	338.92	5.5	27.3385084196989
0.05372	0	13.92	0	0.437	6.549	51	5.9604	289	16	392.85	7.39	27.3611047342882
0.14455	12.5	7.87	0	0.524	6.172	96.1	5.9505	311	15.2	396.9	19.15	27.3958169181239
4.4383	0	18.1	0	0.597	6.852	100	1.4655	666	20.2	179.36	19.78	27.4010542767419
4.55587	0	18.1	0	0.718	3.561	87.9	1.6132	666	20.2	354.7	7.12	27.4331491871793
0.14866	0	8.56	0	0.52	6.727	79.9	2.7778	384	20.9	394.76	9.42	27.4576570559634
0.62356	0	6.2	1	0.507	6.879	77.7	3.2721	307	17.4	390.39	9.93	27.5272296971892
1.9511	0	18.1	0	0.659	5.608	100	1.2852	666	20.2	332.09	12.13	27.5484603444329
0.03615	80	4.95	0	0.411	6.63	23.4	5.1167	245	19.2	396.9	4.7	27.6116043900112
0.04113	25	4.86	0	0.426	6.727	33.5	5.4007	281	19	396.9	5.29	28.1539351977118
0.14052	0	10.59	0	0.489	6.375	32.3	3.9454	277	18.6	385.81	9.38	28.5094424261882
0.04932	33	2.18	0	0.472	6.849	70.3	3.1827	222	18.4	396.9	7.53	28.7306936065984
0.05479	33	2.18	0	0.472	6.616	58.1	3.37	222	18.4	393.36	8.93	28.7759222717169
0.12204	0	2.89	0	0.445	6.625	57.8	3.4952	276	18	357.98	6.65	28.7813845779379
0.03502	80	4.95	0	0.411	6.861	27.9	5.1167	245	19.2	396.9	3.33	28.8190003661617
0.12932	0	13.92	0	0.437	6.678	31.1	5.9604	289	16	396.9	6.27	28.8747871008434
0.02985	0	2.18	0	0.458	6.43	58.7	6.0622	222	18.7	394.12	5.21	28.8760149005369
0.05302	0	3.41	0	0.489	7.079	63.1	3.4145	270	17.8	396.06	5.7	29.3427992498841
0.07013	0	13.89	0	0.55	6.642	85.1	3.4211	276	16.4	392.78	9.69	29.4698002412806
0.44791	0	6.2	1	0.507	6.726	66.5	3.6519	307	17.4	360.2	8.05	30.1408530277703
0.05561	70	2.24	0	0.4	7.041	10	7.8278	358	14.8	371.58	4.74	30.5675565451681
0.07978	40	6.41	0	0.447	6.482	32.1	4.1403	254	17.6	396.9	7.19	31.0094507446472
0.01439	60	2.93	0	0.401	6.604	18.8	6.2196	265	15.6	376.7	4.38	31.1557588323128
0.06664	0	4.05	0	0.51	6.546	33.1	3.1323	296	16.6	390.96	5.33	32.166169098413
0.08221	22	5.86	0	0.431	6.957	6.8	8.9067	330	19.1	386.09	3.53	32.2949822190699
0.06047	0	2.46	0	0.488	6.153	68.8	3.2797	193	17.8	387.11	13.15	32.5086644826196
0.12579	45	3.44	0	0.437	6.556	29.1	4.5667	398	15.2	382.84	4.56	32.6401086081743
4.64689	0	18.1	0	0.614	6.98	67.6	2.5329	666	20.2	374.68	11.66	32.9600836404184
0.06642	0	4.05	0	0.51	6.86	74.4	2.9153	296	16.6	391.27	6.92	33.8621034458962
0.02187	60	2.93	0	0.401	6.8	9.9	6.2196	265	15.6	393.37	5.03	34.6903117443788
0.55007	20	3.97	0	0.647	7.206	91.6	1.9301	264	13	387.89	8.1	35.5512327993627
0.09068	45	3.44	0	0.437	6.951	21.5	6.4798	398	15.2	377.68	5.1	35.8784816908194
