"nocontrat";"exposition";"zone";"puissance";"agevehicule";"ageconducteur";"bonus";"marque";"carburant";"densite";"region";"nbre"
"12957";1173943;0.67;"D";6;3;30;76;3;"E";93;5;0
"12958";1173994;0.74;"E";6;5;28;125;6;"D";52;-1;0
"12959";1174023;0.67;"B";4;12;41;85;1;"E";82;3;0
"12960";1174052;0.72;"D";7;0;52;50;11;"D";52;13;0
"12961";1174088;1;"C";7;2;41;50;3;"D";24;13;0
"12962";1174117;1;"E";7;4;43;50;12;"E";93;13;0
"12963";1174123;1;"D";4;10;48;50;2;"E";41;13;0
"12964";1174188;1;"D";4;17;32;63;5;"E";54;13;0
"12965";1174198;0.82;"D";6;5;81;72;5;"E";52;6;0
"12966";1174204;1;"E";6;7;54;50;2;"D";82;13;0
"12967";1174224;1;"A";6;10;68;50;1;"D";24;13;0
"12968";1174228;0.74;"E";6;0;79;50;10;"D";93;13;0
"12969";1174231;0.03;"A";10;10;54;50;12;"D";24;13;0
"12970";1174240;1;"A";11;6;43;55;1;"E";24;13;0
"12971";1174341;0.14;"C";11;0;35;50;11;"D";91;13;0
"12972";1174362;0.75;"A";7;1;56;50;3;"E";24;13;0
"12973";1174400;1;"A";8;8;51;50;2;"D";53;13;0
"12974";1174432;0.4;"E";7;5;52;50;6;"E";52;13;0
"12975";1174442;1;"E";8;3;33;50;12;"E";52;13;0
"12976";1174444;0.04;"C";8;12;65;50;1;"D";53;13;0
"12977";1174454;0.17;"D";10;7;34;54;2;"E";53;11;0
"12978";1174462;0.43;"C";6;13;52;50;3;"E";53;13;0
"12979";1174491;0.12;"D";8;11;47;57;1;"D";11;10;0
"12980";1174500;0.25;"C";5;9;43;50;1;"D";24;13;0
"12981";1174521;0.97;"A";5;9;26;60;1;"D";24;9;0
"12982";1174523;1;"A";11;11;34;50;13;"E";24;13;0
"12983";1174566;1;"B";4;16;54;50;1;"E";53;13;0
"12984";1174578;1;"D";4;1;52;50;3;"E";54;13;0
"12985";1174629;1;"A";14;5;53;50;10;"D";82;13;0
"12986";1174632;0.38;"C";6;11;51;50;2;"E";53;13;0
"12987";1174670;1;"D";4;4;70;50;1;"E";53;13;0
"12988";1174773;0.58;"C";5;11;22;85;5;"D";24;3;0
"12989";1174774;0.19;"C";5;11;22;85;5;"D";24;3;0
"12990";1174789;0.49;"A";7;1;35;62;10;"D";24;13;1
"12991";1174821;0.12;"B";8;12;42;50;14;"D";54;13;0
"12992";1174855;1;"E";5;9;28;57;1;"E";72;10;0
"12993";1174872;0.38;"E";5;13;40;50;4;"D";93;13;0
"12994";1174895;1;"C";6;8;26;72;4;"E";41;6;0
"12995";1174933;0.04;"C";4;6;49;58;2;"E";53;13;0
"12996";1174951;1;"C";5;3;43;50;2;"E";72;13;0
"12997";1174954;0.35;"C";6;12;71;50;2;"E";93;13;0
"12998";1174999;1;"A";4;11;46;50;2;"E";24;13;0
"12999";1175008;0.83;"C";5;10;32;54;3;"D";53;11;0
"13000";1175019;1;"C";10;14;55;50;5;"D";24;13;0
"13001";1175037;1;"C";6;7;79;50;1;"D";53;13;1
"13002";1175052;0.49;"A";7;11;35;56;1;"E";72;13;0
"13003";1175090;0.2;"D";6;0;51;50;12;"D";53;13;0
"13004";1175097;0.72;"C";10;9;58;50;1;"E";82;13;1
"13005";1175106;0.92;"B";6;10;39;50;2;"D";82;13;0
"13006";1175137;0.16;"F";7;6;56;85;1;"E";11;3;0
"13007";1175138;0.1;"F";6;13;56;85;1;"D";11;3;0
"13008";1175211;0.96;"D";4;2;24;95;4;"D";24;1;0
"13009";1175233;1;"B";7;6;55;50;10;"D";53;13;0
"13010";1175247;1;"C";7;5;30;60;11;"D";53;9;0
"13011";1175282;1;"E";5;3;59;50;5;"D";42;13;1
"13012";1175324;0.13;"C";7;0;36;50;5;"D";72;13;0
"13013";1175325;0.07;"C";7;0;36;62;5;"D";72;13;0
"13014";1175339;0.61;"E";11;9;41;50;1;"E";72;13;0
"13015";1175342;1;"C";6;6;58;50;2;"D";72;13;0
"13016";1175344;1;"A";6;11;21;62;6;"E";24;13;1
"13017";1175367;0.67;"D";7;3;36;68;1;"D";93;7;0
"13018";1175419;0.88;"C";7;8;47;50;1;"D";53;13;0
"13019";1175423;0.91;"A";6;4;50;55;1;"E";52;13;0
"13020";1175441;0.31;"C";7;0;31;71;1;"E";93;6;0
"13021";1175453;0.26;"C";6;5;28;100;1;"D";82;0;0
"13022";1175460;1;"A";5;15;22;85;2;"D";25;3;0
"13023";1175464;1;"A";7;6;47;73;1;"E";24;5;0
"13024";1175476;1;"A";7;13;55;50;10;"D";72;13;0
"13025";1175485;0.67;"C";7;4;43;50;10;"D";53;13;0
"13026";1175519;1;"E";4;19;46;50;6;"E";82;13;0
"13027";1175522;1;"E";14;11;78;50;12;"E";24;13;0
"13028";1175560;0.63;"C";5;11;44;50;2;"E";82;13;0
"13029";1175574;1;"B";4;3;53;50;1;"E";53;13;0
"13030";1175591;0.91;"C";5;5;29;60;2;"D";93;9;0
"13031";1175607;0.23;"C";6;6;44;50;5;"E";52;13;0
"13032";1175610;0.22;"C";8;2;55;50;3;"E";24;13;0
"13033";1175649;1;"C";5;13;45;50;2;"E";82;13;0
"13034";1175704;0.24;"D";6;5;54;85;1;"D";82;3;0
"13035";1175707;1;"C";4;6;63;63;1;"E";24;13;0
"13036";1175716;1;"E";9;5;48;50;13;"E";82;13;0
"13037";1175779;0.65;"A";7;18;31;50;2;"D";54;13;0
"13038";1175803;1;"D";6;10;43;54;1;"D";24;11;0
"13039";1175831;1;"A";7;1;67;50;2;"D";54;13;0
"13040";1175890;1;"E";5;10;49;50;2;"E";82;13;0
"13041";1175928;1;"C";4;4;49;50;2;"E";53;13;0
"13042";1175937;0.2;"E";5;1;51;50;3;"D";72;13;0
"13043";1175970;1;"C";6;5;52;50;3;"E";82;13;0
"13044";1176017;1;"C";5;2;47;50;2;"D";24;13;0
"13045";1176026;1;"D";4;16;63;50;5;"E";53;13;0
"13046";1176075;1;"C";5;2;51;50;3;"D";72;13;0
"13047";1176106;1;"D";5;2;46;55;6;"E";54;13;0
"13048";1176108;0.11;"B";7;18;38;90;2;"E";72;2;0
"13049";1176124;1;"E";6;18;84;62;1;"E";54;13;1
"13050";1176148;0.37;"B";6;8;37;64;3;"D";53;8;0
"13051";1176156;1;"D";7;16;46;81;2;"E";24;3;0
"13052";1176192;0.03;"E";6;5;32;80;5;"E";72;4;0
"13053";1176267;1;"A";6;6;31;51;1;"D";25;12;0
"13054";1176308;1;"D";7;13;60;50;2;"E";52;13;0
"13055";1176316;0.38;"C";9;8;25;76;1;"E";24;5;0
"13056";1176341;0.35;"C";5;12;40;50;3;"E";52;13;0
"13057";1176354;0.36;"A";6;11;51;50;1;"D";54;13;0
"13058";1176439;0.49;"B";7;7;22;100;2;"D";82;0;0
"13059";1176462;0.04;"B";8;21;45;50;1;"D";72;13;0
"13060";1176490;0.55;"C";7;14;46;50;1;"E";24;13;0
"13061";1176494;1;"B";6;8;42;50;1;"D";24;13;0
"13062";1176575;1;"D";7;2;54;54;1;"D";24;11;0
"13063";1176579;0.04;"D";11;0;28;64;11;"D";82;8;0
"13064";1176587;1;"E";7;13;66;50;1;"E";54;13;0
"13065";1176608;1;"A";7;5;55;50;1;"D";24;13;0
"13066";1176614;0.07;"A";7;3;21;112;1;"E";24;-1;0
"13067";1176630;0.00821917808219178;"D";4;10;32;64;1;"E";91;8;0
"13068";1176687;0.7;"B";4;11;52;62;6;"D";54;13;0
"13069";1176724;1;"C";6;2;51;50;10;"E";93;13;0
"13070";1176741;0.08;"D";5;8;47;50;2;"E";52;13;1
"13071";1176762;0.09;"C";4;21;46;62;2;"E";52;13;0
"13072";1176783;1;"C";7;3;42;50;1;"E";24;13;0
"13073";1176919;0.67;"C";6;5;48;50;3;"D";52;13;0
"13074";1176924;1;"D";9;3;48;50;12;"E";53;13;0
"13075";1176929;1;"B";4;7;47;50;2;"D";24;13;0
"13076";1176985;0.6;"A";7;13;45;50;2;"E";23;13;0
"13077";1176989;1;"E";5;14;54;52;3;"E";52;13;0
"13078";1176991;0.46;"E";6;9;52;50;3;"E";91;13;1
"13079";1177001;0.88;"D";11;10;42;50;14;"D";41;13;0
"13080";1177046;0.13;"C";7;2;56;50;3;"E";91;13;0
"13081";1177067;0.87;"B";7;5;53;50;1;"E";24;13;1
"13082";1177079;0.17;"E";6;3;53;50;2;"D";82;13;0
"13083";1177101;0.86;"C";7;13;49;50;2;"D";54;13;0
"13084";1177149;1;"C";10;13;46;64;11;"E";11;8;0
"13085";1177157;1;"D";4;11;45;50;2;"D";93;13;0
"13086";1177208;1;"C";6;7;52;50;4;"E";82;13;0
"13087";1177274;0.13;"C";4;7;37;50;13;"E";53;13;0
"13088";1177291;1;"A";6;5;49;50;6;"D";53;13;0
"13089";1177319;1;"C";4;2;48;50;4;"D";82;13;0
"13090";1177344;1;"A";4;3;63;50;1;"E";42;13;0
"13091";1177365;0.07;"D";6;3;36;50;1;"D";93;13;0
"13092";1177378;0.8;"C";5;4;81;50;2;"E";82;13;0
"13093";1177381;1;"E";5;9;46;50;3;"D";25;13;0
"13094";1177383;1;"E";4;13;53;50;2;"E";42;13;0
"13095";1177472;0.95;"C";6;12;45;50;1;"D";53;13;0
"13096";1177518;0.33;"C";5;8;55;50;2;"D";24;13;0
"13097";1177593;1;"E";8;12;41;50;10;"E";82;13;0
"13098";1177629;0.06;"F";4;8;32;76;4;"E";11;5;0
"13099";1177658;0.56;"C";5;7;34;50;3;"D";93;13;0
"13100";1177699;1;"C";4;12;44;50;3;"D";91;13;0
"13101";1177701;1;"C";6;9;44;50;3;"D";91;13;0
"13102";1177717;0.7;"E";6;15;24;80;1;"D";11;4;0
"13103";1177757;1;"C";6;4;33;50;2;"D";53;13;0
"13104";1177779;1;"C";5;2;53;55;2;"E";54;13;0
"13105";1177808;0.8;"D";6;7;50;54;2;"D";41;11;0
"13106";1177811;0.67;"C";6;4;42;50;13;"E";53;13;0
"13107";1177824;0.16;"A";6;14;46;50;6;"E";24;13;0
"13108";1177825;0.83;"A";6;14;46;50;6;"E";24;13;0
"13109";1177851;1;"E";6;10;46;51;1;"D";91;12;0
"13110";1177866;0.17;"B";6;6;41;51;3;"D";72;12;0
"13111";1177867;0.03;"B";5;0;41;51;3;"D";72;12;0
"13112";1177940;1;"A";6;5;61;52;5;"E";24;13;1
"13113";1177942;1;"C";6;8;47;50;5;"E";24;13;0
"13114";1177963;1;"A";6;1;76;50;1;"D";82;13;0
"13115";1177972;0.82;"A";7;8;38;50;1;"D";82;13;0
"13116";1177978;1;"D";7;15;23;100;2;"E";41;0;0
"13117";1178005;1;"E";6;6;80;50;1;"D";82;13;0
"13118";1178058;1;"C";6;6;53;50;1;"D";53;13;0
"13119";1178094;0.53;"E";7;7;48;50;10;"D";82;13;0
"13120";1178118;0.62;"C";4;13;49;50;2;"E";24;13;0
"13121";1178178;1;"C";4;7;63;50;2;"E";53;13;0
"13122";1178210;1;"A";4;16;47;50;1;"E";24;13;0
"13123";1178224;0.86;"C";8;1;52;54;10;"D";53;11;0
"13124";1178264;0.07;"B";6;14;30;76;2;"E";23;5;0
"13125";1178335;0.41;"B";5;12;22;100;2;"E";52;0;1
"13126";1178346;0.15;"C";4;4;28;80;4;"D";52;4;0
"13127";1178356;0.16;"D";4;10;31;72;2;"E";11;6;0
"13128";1178381;1;"E";5;14;44;50;2;"E";11;13;0
"13129";1178383;0.64;"C";6;1;25;64;12;"E";72;8;0
"13130";1178391;0.24;"D";6;11;42;60;1;"D";24;9;0
"13131";1178396;1;"A";5;18;42;53;2;"E";24;13;0
"13132";1178433;1;"E";6;1;30;68;3;"D";52;7;1
"13133";1178463;1;"C";5;14;52;50;3;"E";53;13;0
"13134";1178467;0.37;"A";5;14;19;90;6;"E";24;2;0
"13135";1178477;0.27;"E";9;9;28;85;2;"E";52;3;0
"13136";1178498;1;"E";4;15;41;50;2;"E";91;13;0
"13137";1178514;0.29;"A";6;6;48;50;3;"D";72;13;0
"13138";1178516;1;"C";6;12;29;72;14;"E";52;6;0
"13139";1178541;0.25;"C";6;9;53;50;1;"E";53;13;0
"13140";1178669;0.77;"A";5;10;50;50;2;"D";41;13;0
"13141";1178684;1;"B";5;1;42;55;2;"E";24;13;0
"13142";1178701;1;"D";7;2;36;57;13;"D";82;10;0
"13143";1178713;1;"A";5;1;45;50;2;"E";53;13;0
"13144";1178742;0.66;"A";5;9;49;50;6;"E";24;13;0
"13145";1178767;0.36;"D";7;15;27;100;1;"E";24;0;0
"13146";1178804;1;"B";9;12;40;50;3;"E";82;13;0
"13147";1178817;1;"A";8;9;47;50;5;"E";24;13;0
"13148";1178819;0.97;"D";4;14;44;50;2;"E";24;13;1
"13149";1178841;0.91;"F";6;4;73;52;2;"D";11;13;0
"13150";1178888;0.64;"C";6;7;42;50;1;"D";25;13;0
"13151";1178919;0.09;"B";5;0;42;50;2;"E";53;13;0
"13152";1178941;0.41;"D";4;15;73;50;5;"D";24;13;0
"13153";1178948;0.06;"A";6;1;42;50;2;"D";24;13;0
"13154";1178956;0.88;"D";4;11;64;50;1;"E";24;13;0
"13155";1178960;1;"C";5;9;47;50;3;"E";24;13;0
"13156";1179006;0.97;"A";6;17;28;72;1;"E";83;6;0
"13157";1179018;0.75;"C";6;6;42;50;2;"D";82;13;0
"13158";1179026;0.91;"C";7;12;52;50;2;"E";52;13;0
"13159";1179028;0.59;"C";5;7;52;50;1;"E";53;13;0
"13160";1179045;0.15;"A";7;0;44;72;1;"E";24;6;0
"13161";1179052;0.95;"D";12;2;28;54;10;"D";52;11;0
"13162";1179055;0.31;"D";7;6;40;50;4;"E";24;13;0
"13163";1179059;0.08;"C";7;19;39;50;1;"E";41;13;0
"13164";1179061;0.75;"C";6;3;26;60;2;"D";52;9;0
"13165";1179065;0.32;"D";5;2;44;64;6;"E";53;8;0
"13166";1179073;0.77;"A";6;5;45;50;1;"E";24;13;0
"13167";1179077;0.9;"C";6;5;49;52;5;"E";74;13;1
"13168";1179119;0.41;"E";6;0;42;50;2;"D";11;13;0
"13169";1179123;0.27;"D";7;0;63;50;5;"D";11;13;0
"13170";1179143;0.89;"C";5;5;31;68;2;"D";24;7;0
"13171";1179152;0.75;"C";7;8;48;62;10;"D";24;13;0
"13172";1179154;0.7;"B";6;0;28;68;3;"D";24;7;0
"13173";1179156;0.75;"D";10;5;30;62;1;"E";24;13;0
"13174";1179160;0.75;"A";6;14;34;50;2;"D";24;13;0
"13175";1179166;0.85;"E";7;9;36;57;4;"E";11;10;0
"13176";1179176;0.75;"E";6;11;52;85;2;"D";82;3;0
"13177";1179214;0.75;"B";7;4;52;59;5;"E";53;13;0
"13178";1179218;0.7;"E";6;5;58;50;12;"D";53;13;0
"13179";1179222;0.69;"C";6;10;54;61;3;"E";24;13;0
"13180";1179223;0.47;"D";4;11;42;80;2;"D";11;4;0
"13181";1179252;0.75;"C";5;3;24;68;1;"D";53;7;0
"13182";1179265;0.75;"C";6;2;51;50;2;"E";24;13;0
"13183";1179266;0.75;"D";9;2;39;50;2;"E";24;13;0
"13184";1179267;0.75;"D";7;0;58;50;11;"D";24;13;0
"13185";1179281;0.73;"C";7;15;52;70;2;"D";24;6;0
"13186";1179288;1;"E";6;12;63;50;2;"E";42;13;0
"13187";1179309;0.36;"D";5;7;30;81;2;"D";54;3;0
"13188";1179316;0.66;"C";6;10;60;50;2;"D";41;13;0
"13189";1179317;0.66;"D";6;1;27;67;2;"E";93;7;0
"13190";1179319;0.74;"C";7;4;78;50;3;"E";24;13;0
"13191";1179331;0.6;"D";5;15;38;54;3;"D";53;11;0
"13192";1179332;0.61;"E";10;2;54;50;10;"E";93;13;0
"13193";1179360;0.54;"C";5;0;53;52;2;"E";53;13;0
"13194";1179381;0.55;"A";7;3;38;50;1;"D";53;13;0
"13195";1179389;0.67;"C";6;0;28;68;1;"D";24;7;0
"13196";1179395;0.28;"E";6;0;58;50;2;"D";82;13;0
"13197";1179402;0.4;"A";6;2;53;50;5;"D";24;13;0
"13198";1179409;0.55;"B";6;5;49;56;2;"D";53;13;1
"13199";1179410;0.47;"D";4;9;47;50;2;"E";52;13;0
"13200";1179443;0.43;"C";4;2;49;55;2;"E";24;13;0
"13201";1179447;0.34;"C";5;3;36;50;1;"E";24;13;0
"13202";1179450;0.83;"A";5;0;47;50;1;"D";25;13;0
"13203";1179493;0.26;"E";10;0;37;58;12;"E";42;13;0
"13204";1179496;0.23;"B";5;0;54;50;1;"D";24;13;0
"13205";1179534;0.14;"C";5;0;41;50;5;"E";24;13;0
"13206";1179585;0.26;"E";6;5;50;50;12;"E";91;13;0
"13207";1179591;0.08;"A";4;3;46;50;6;"E";24;13;0
"13208";1179618;0.1;"A";4;0;34;55;1;"E";25;13;0
"13209";1179634;0.24;"E";7;0;32;50;3;"D";25;13;0
"13210";1179635;0.09;"C";5;8;47;57;5;"D";53;10;0
"13211";1179638;0.32;"E";9;5;61;50;4;"E";91;13;0
"13212";1179643;0.25;"C";10;13;29;68;5;"D";24;7;0
"13213";1179664;0.72;"A";12;0;35;64;1;"D";73;8;0
"13214";1179673;0.81;"C";6;5;51;50;2;"D";91;13;0
"13215";1179704;1;"D";5;13;35;57;6;"E";93;10;0
"13216";1179709;1;"C";5;6;33;57;2;"D";91;10;0
"13217";1179714;0.49;"D";6;3;67;100;1;"D";93;0;0
"13218";1179718;1;"E";5;8;37;54;2;"D";26;11;0
"13219";1179730;0.49;"D";6;10;35;57;1;"D";93;10;0
"13220";1179773;0.49;"C";6;11;59;50;1;"D";91;13;0
"13221";1179779;1;"A";5;10;47;50;2;"D";91;13;0
"13222";1179810;0.49;"E";6;3;33;80;3;"D";72;4;0
"13223";1179827;0.49;"C";5;7;71;50;1;"E";91;13;0
"13224";1179849;0.49;"C";8;14;61;50;10;"D";91;13;0
"13225";1179867;1;"B";5;9;23;50;5;"E";91;13;0
"13226";1179881;1;"C";8;3;61;50;13;"D";91;13;0
"13227";1179890;0.49;"F";5;9;41;84;5;"D";11;3;0
"13228";1179897;1;"C";10;1;53;50;1;"E";82;13;0
"13229";1179900;0.49;"C";5;19;35;95;3;"D";72;1;0
"13230";1179916;1;"B";5;10;34;50;5;"D";91;13;0
"13231";1179933;0.49;"E";8;7;61;50;2;"E";93;13;1
"13232";1179949;0.98;"B";11;19;51;57;1;"D";93;10;0
"13233";1179969;1;"C";4;12;51;90;4;"E";91;2;0
"13234";1179975;1;"D";4;3;51;50;1;"E";93;13;0
"13235";1179993;0.49;"C";4;7;57;73;2;"E";91;5;0
"13236";1180026;0.49;"C";6;9;51;50;1;"D";91;13;0
"13237";1180037;1;"E";6;10;30;53;2;"D";83;13;0
"13238";1180042;0.49;"A";5;4;54;50;5;"E";91;13;0
"13239";1180049;1;"C";7;6;33;68;1;"E";93;7;0
"13240";1180064;0.49;"E";11;10;39;54;10;"E";72;11;0
"13241";1180071;0.44;"D";6;14;54;85;1;"D";93;3;0
"13242";1180112;0.47;"F";9;8;61;60;12;"E";11;9;0
"13243";1180114;0.96;"E";4;12;31;76;2;"E";91;5;0
"13244";1180125;1;"C";13;12;51;54;14;"D";91;11;0
"13245";1180127;0.49;"C";4;13;31;100;1;"E";91;0;0
"13246";1180138;1;"E";7;7;29;60;5;"E";26;9;0
"13247";1180166;0.49;"C";9;4;51;83;3;"E";91;3;0
"13248";1180173;1;"B";7;5;51;62;12;"E";91;13;0
"13249";1180192;1;"C";5;11;41;50;6;"D";91;13;0
"13250";1180204;1;"C";7;11;64;54;2;"D";73;11;0
"13251";1180218;0.49;"D";4;3;47;54;4;"E";93;11;0
"13252";1180252;1;"A";9;23;36;60;5;"E";91;9;0
"13253";1180264;1;"B";8;6;49;50;11;"D";91;13;0
"13254";1180278;0.49;"D";6;8;26;106;6;"D";91;-1;1
"13255";1180279;0.49;"C";4;2;55;50;1;"E";91;13;0
"13256";1180280;0.24;"B";6;4;31;85;13;"D";91;3;0
"13257";1180283;1;"D";9;6;46;50;11;"E";91;13;0
"13258";1180285;1;"D";4;5;70;50;2;"E";93;13;0
"13259";1180304;0.49;"D";4;13;39;50;1;"E";93;13;0
"13260";1180309;1;"C";5;4;51;50;3;"E";91;13;0
"13261";1180310;1;"C";5;3;34;58;2;"E";91;13;0
"13262";1180317;1;"C";8;4;40;50;6;"D";91;13;0
"13263";1180352;1;"D";5;3;44;50;5;"E";93;13;0
"13264";1180364;1;"C";6;2;61;54;1;"E";91;11;0
"13265";1180365;1;"C";5;12;51;68;2;"D";91;7;0
"13266";1180368;1;"B";10;6;61;50;5;"D";91;13;0
"13267";1180370;1;"C";5;2;51;50;2;"E";91;13;0
"13268";1180376;1;"E";7;5;29;64;1;"E";91;8;0
"13269";1180377;1;"C";7;14;46;50;1;"E";91;13;0
"13270";1180409;1;"C";8;20;61;50;1;"D";91;13;0
"13271";1180414;1;"C";4;10;51;50;1;"E";91;13;0
"13272";1180431;1;"E";5;3;27;64;3;"E";93;8;0
"13273";1180433;1;"B";6;2;46;58;1;"D";73;13;0
"13274";1180439;0.49;"A";7;11;31;95;2;"D";82;1;0
"13275";1180464;0.49;"E";10;12;43;60;5;"D";93;9;0
"13276";1180491;1;"D";5;16;42;50;3;"D";24;13;0
"13277";1180503;0.00821917808219178;"E";4;8;30;85;4;"E";23;3;0
"13278";1180525;0.99;"C";5;19;54;50;3;"D";91;13;0
"13279";1180529;1;"E";7;3;32;50;4;"E";91;13;0
"13280";1180531;1;"B";4;5;56;50;2;"E";91;13;0
"13281";1180553;1;"D";6;10;51;78;1;"E";91;4;0
"13282";1180565;1;"B";5;5;29;54;4;"E";24;11;0
"13283";1180570;0.49;"D";7;13;38;80;1;"E";93;4;0
"13284";1180583;1;"A";4;13;28;80;2;"E";91;4;0
"13285";1180596;0.49;"E";6;6;27;85;2;"D";26;3;0
"13286";1180603;1;"E";14;15;35;67;3;"E";82;7;0
"13287";1180619;0.27;"A";5;9;26;85;2;"D";24;3;0
"13288";1180632;0.19;"E";7;10;33;50;11;"D";23;13;0
"13289";1180651;1;"B";6;6;73;50;6;"E";93;13;0
"13290";1180656;1;"B";5;11;54;76;2;"E";93;5;0
"13291";1180669;0.49;"D";7;6;53;64;2;"E";72;8;0
"13292";1180675;0.99;"C";9;14;61;50;3;"E";93;13;0
"13293";1180682;0.97;"C";6;9;51;75;1;"D";91;5;0
"13294";1180700;0.49;"D";8;3;42;54;1;"D";72;11;0
"13295";1180716;1;"C";7;15;66;57;2;"D";91;10;0
"13296";1180726;0.96;"C";8;3;41;72;2;"E";91;6;0
"13297";1180751;0.49;"E";10;12;63;50;6;"E";82;13;0
"13298";1180752;0.48;"E";5;13;41;80;3;"D";73;4;0
"13299";1180762;0.99;"C";5;0;40;50;2;"E";93;13;0
"13300";1180781;0.91;"A";5;3;36;50;1;"D";73;13;1
"13301";1180787;0.49;"E";7;11;45;68;1;"E";11;7;0
"13302";1180794;1;"B";10;12;31;72;1;"E";43;6;0
"13303";1180795;0.93;"D";7;6;38;50;12;"E";24;13;0
"13304";1180796;0.98;"E";5;12;50;50;2;"E";91;13;0
"13305";1180802;0.99;"D";5;5;35;76;13;"D";91;5;1
"13306";1180815;0.98;"C";4;12;51;50;14;"E";91;13;0
"13307";1180833;1.02;"E";6;8;51;50;2;"E";91;13;0
"13308";1180834;0.49;"A";7;15;41;76;5;"E";91;5;0
"13309";1180844;0.48;"A";5;2;26;68;1;"D";83;7;0
"13310";1180864;1;"D";5;19;49;50;1;"E";73;13;0
"13311";1180866;0.89;"D";5;13;57;50;2;"D";31;13;0
"13312";1180877;0.49;"D";4;3;36;85;1;"E";93;3;0
"13313";1180886;0.45;"D";7;5;51;50;1;"D";91;13;0
"13314";1180896;1;"E";11;13;41;50;10;"E";72;13;0
"13315";1180941;0.98;"D";5;17;37;56;3;"D";93;13;0
"13316";1180954;1;"B";4;11;51;50;1;"D";91;13;0
"13317";1180961;1;"A";4;11;50;50;1;"E";24;13;0
"13318";1180987;1.01;"D";4;17;78;50;2;"E";72;13;0
"13319";1180992;0.55;"B";7;4;31;100;3;"E";91;0;0
"13320";1181003;0.5;"B";7;14;44;50;2;"E";26;13;0
"13321";1181009;0.48;"B";7;7;28;80;11;"D";73;4;0
"13322";1181014;0.47;"E";5;0;36;95;1;"D";11;1;0
"13323";1181023;0.46;"E";6;15;65;100;4;"E";93;0;0
"13324";1181027;0.45;"B";6;8;34;60;5;"E";93;9;0
"13325";1181030;0.14;"D";8;0;65;50;2;"D";41;13;0
"13326";1181032;0.49;"D";6;8;43;85;1;"D";93;3;0
"13327";1181048;0.45;"E";5;15;29;60;3;"E";72;9;0
"13328";1181049;0.97;"E";4;13;76;50;2;"E";73;13;0
"13329";1181083;0.5;"C";8;1;49;50;11;"E";93;13;0
"13330";1181085;0.5;"F";4;1;52;50;1;"E";11;13;0
"13331";1181106;0.5;"A";6;13;44;50;1;"D";73;13;0
"13332";1181119;0.5;"D";7;16;25;125;1;"D";93;-1;1
"13333";1181135;1;"E";7;8;49;50;2;"D";26;13;0
"13334";1181140;0.5;"E";7;13;52;87;3;"E";73;2;0
"13335";1181182;0.4;"D";10;14;62;68;12;"E";93;7;1
"13336";1181190;0.51;"D";8;12;36;58;2;"E";11;13;0
"13337";1181209;1;"C";4;15;51;85;1;"E";91;3;0
"13338";1181223;0.74;"A";5;7;54;50;2;"D";82;13;0
"13339";1181232;0.3;"C";5;0;47;96;2;"E";93;0;0
"13340";1181246;1;"D";5;1;59;50;3;"D";93;13;0
"13341";1181247;1;"D";5;11;51;50;1;"E";91;13;0
"13342";1181262;0.87;"C";4;21;79;72;1;"E";91;6;0
"13343";1181272;1;"B";9;26;31;76;2;"E";82;5;0
"13344";1181273;0.49;"D";6;4;53;50;3;"E";93;13;0
"13345";1181282;1;"D";5;12;50;85;2;"E";93;3;0
"13346";1181297;0.98;"D";7;2;37;50;2;"E";93;13;0
"13347";1181300;0.96;"D";4;19;33;90;1;"E";93;2;0
"13348";1181314;1;"E";4;11;47;50;2;"E";93;13;0
"13349";1181321;0.96;"A";6;8;30;68;2;"D";73;7;0
"13350";1181328;0.5;"C";4;8;65;57;2;"E";93;10;0
"13351";1181334;0.14;"F";5;7;61;68;5;"D";11;7;0
"13352";1181339;0.97;"E";4;15;40;64;1;"D";31;8;0
"13353";1181347;1;"A";7;9;61;50;2;"D";73;13;0
"13354";1181354;0.94;"D";7;11;57;50;1;"E";93;13;0
"13355";1181360;1;"E";4;9;67;50;4;"E";52;13;0
"13356";1181400;0.16;"E";14;20;29;72;6;"E";82;6;0
"13357";1181413;0.93;"C";13;12;51;51;14;"D";91;12;0
"13358";1181436;0.98;"D";6;10;64;50;1;"D";72;13;0
"13359";1181440;0.11;"D";6;9;28;90;1;"D";82;2;0
"13360";1181445;0.23;"E";6;14;55;50;6;"D";11;13;0
"13361";1181462;0.93;"C";9;3;52;50;6;"D";72;13;0
"13362";1181471;0.49;"D";6;4;28;72;13;"D";72;6;0
"13363";1181474;1;"E";5;6;87;52;1;"E";72;13;0
"13364";1181489;0.35;"E";10;13;33;72;5;"D";72;6;0
"13365";1181506;0.43;"E";4;7;58;56;2;"E";93;13;0
"13366";1181523;0.44;"D";8;11;33;68;10;"D";93;7;1
"13367";1181526;1;"D";4;10;28;68;1;"E";91;7;0
"13368";1181558;1.13;"B";8;5;37;50;2;"D";31;13;0
"13369";1181560;1.01;"D";6;5;59;50;6;"D";91;13;0
"13370";1181564;0.94;"C";5;6;53;50;1;"E";73;13;0
"13371";1181571;1;"C";7;11;41;50;2;"E";23;13;0
"13372";1181581;0.41;"E";6;2;35;106;6;"D";11;-1;0
"13373";1181594;0.91;"D";10;14;29;57;2;"D";93;10;0
"13374";1181607;0.93;"E";11;7;77;50;2;"E";72;13;0
