"DriverAge";"LicenceAge";"VehAge";"Exposure";"ClaimNumber"
"2959";72;23;2;111.211499;8
"2960";72;22;6;76.1615332;8
"2961";72;18;7;116.1368925;8
"2962";72;19;8;73.28405202;8
"2963";73;23;0;131.8439425;8
"2964";73;19;7;62.45311431;8
"2965";74;18;3;96.56947296;8
"2966";75;22;6;121.1635866;8
"2967";21;19;6;52.37508556;7
"2968";22;20;12;16.41067762;7
"2969";22;18;17;60.96646133;7
"2970";23;20;10;31.26625599;7
"2971";23;18;17;101.7330595;7
"2972";23;18;19;54.44490075;7
"2973";23;20;9;49.2019165;7
"2974";24;19;16;42.34633812;7
"2975";24;18;19;51.85489391;7
"2976";24;20;2;41.08145106;7
"2977";24;21;8;30.56262834;7
"2978";24;20;9;47.70431211;7
"2979";25;20;11;55.3100616;7
"2980";25;20;12;50.45037645;7
"2981";25;20;13;42.09445585;7
"2982";25;18;19;70.36824093;7
"2983";25;20;5;69.82888433;7
"2984";25;20;6;68.06570842;7
"2985";26;18;19;75.68514716;7
"2986";26;21;6;44.95003422;7
"2987";26;20;8;94.98699521;7
"2988";26;21;9;34.91581109;7
"2989";27;21;3;39.80561259;7
"2990";27;21;4;47.21149897;7
"2991";27;22;4;24.78028747;7
"2992";28;19;16;66.9705681;7
"2993";28;19;18;31.42778919;7
"2994";28;18;19;85.64818617;7
"2995";28;21;5;57.45653662;7
"2996";28;21;6;64.18617385;7
"2997";28;21;7;59.44147844;7
"2998";29;21;0;38.43942505;7
"2999";29;20;12;77.89185489;7
"3000";29;22;5;38.99520876;7
"3001";29;23;5;21.53045859;7
"3002";30;20;13;80.87611225;7
"3003";30;21;4;73.50581793;7
"3004";30;22;5;52.28473648;7
"3005";30;24;6;29.2347707;7
"3006";31;19;14;101.1143053;7
"3007";31;21;15;36.03832991;7
"3008";31;18;19;79.9890486;7
"3009";31;21;4;84.61601643;7
"3010";31;23;7;35.1430527;7
"3011";31;21;9;73.41546886;7
"3012";32;18;-1;37.66187543;7
"3013";32;21;0;72.59411362;7
"3014";32;20;13;87.44969199;7
"3015";32;19;17;60.37234771;7
"3016";32;23;5;38.36550308;7
"3017";32;23;7;44.52019165;7
"3018";33;22;0;53.45106092;7
"3019";33;21;10;73.724846;7
"3020";33;20;14;77.94661191;7
"3021";33;19;16;80.12320329;7
"3022";34;21;1;82.84462697;7
"3023";34;22;10;56.0109514;7
"3024";34;22;12;54.12457221;7
"3025";34;22;13;52.50924025;7
"3026";34;22;3;66.7816564;7
"3027";35;22;0;57.83162218;7
"3028";35;21;1;82.72142368;7
"3029";35;24;1;30.11362081;7
"3030";35;21;11;87.09924709;7
"3031";35;21;13;75.79739904;7
"3032";35;21;14;50.4476386;7
"3033";35;24;4;35.9945243;7
"3034";35;25;5;31.24435318;7
"3035";36;25;11;27.57015743;7
"3036";36;22;2;62.04517454;7
"3037";36;22;5;63.57563313;7
"3038";36;25;7;28.11225188;7
"3039";36;22;9;79.64681725;7
"3040";37;22;1;55.77823409;7
"3041";37;23;10;40.65160849;7
"3042";37;20;14;90.92676249;7
"3043";37;22;14;42.71047228;7
"3044";37;20;18;40.19986311;7
"3045";37;23;5;52.52019165;7
"3046";37;23;8;64.32854209;7
"3047";37;25;8;40.19986311;7
"3048";38;22;1;58.68856947;7
"3049";38;23;12;39.80287474;7
"3050";38;23;13;46.47775496;7
"3051";38;19;14;136.1451061;7
"3052";38;20;15;88.8843258;7
"3053";38;20;16;62.00684463;7
"3054";38;19;18;61.82067077;7
"3055";38;21;2;106.0533881;7
"3056";38;23;4;49.76865161;7
"3057";38;22;7;73.13347023;7
"3058";39;18;-1;61.77138946;7
"3059";39;22;1;64.06844627;7
"3060";39;21;13;77.14715948;7
"3061";39;18;19;117.3552361;7
"3062";39;19;19;53.62628337;7
"3063";39;20;20;19.36755647;7
"3064";39;22;3;61.45106092;7
"3065";39;23;7;51.76728268;7
"3066";39;24;7;39.35112936;7
"3067";40;23;0;46.66940452;7
"3068";40;21;10;89.13073238;7
"3069";40;22;10;67.15126626;7
"3070";40;19;17;90.33264887;7
"3071";40;22;2;65.99041752;7
"3072";40;24;7;43.68788501;7
"3073";41;23;10;40.81040383;7
"3074";41;23;11;48.96646133;7
"3075";41;22;12;55.46064339;7
"3076";41;20;15;60.23819302;7
"3077";41;19;17;96.21355236;7
"3078";41;22;6;94.79534565;7
"3079";41;23;7;68.37782341;7
"3080";41;22;8;83.87132101;7
"3081";42;21;12;96.70910335;7
"3082";42;19;16;118.8117728;7
"3083";42;20;17;60.64887064;7
"3084";42;18;20;117.9164956;7
"3085";42;22;5;65.63449692;7
"3086";42;24;5;39.77002053;7
"3087";42;23;8;64.90075291;7
"3088";43;21;12;70.40109514;7
"3089";43;22;13;36.38056126;7
"3090";43;20;15;81.24298426;7
"3091";43;20;18;50.67214237;7
"3092";43;22;5;61.64271047;7
"3093";43;23;5;50.29979466;7
"3094";43;22;7;58.02327173;7
"3095";44;18;-1;69.09240246;7
"3096";44;21;0;88.19164956;7
"3097";44;24;0;25.57152635;7
"3098";44;23;1;30.66119097;7
"3099";44;21;10;76;7
"3100";44;24;6;44.15605749;7
"3101";44;23;9;40.45448323;7
"3102";45;20;16;82.95140315;7
"3103";45;19;19;57.85626283;7
"3104";45;22;2;49.37713895;7
"3105";45;25;3;23.11293634;7
"3106";45;23;7;42.90485969;7
"3107";45;22;8;71.85489391;7
"3108";46;23;1;42.20396988;7
"3109";46;21;10;74.10814511;7
"3110";46;22;10;46.19028063;7
"3111";46;22;13;39.77275838;7
"3112";46;22;14;41.93839836;7
"3113";46;23;4;39.79192334;7
"3114";46;26;5;34.70773443;7
"3115";46;22;6;56.8788501;7
"3116";47;22;0;55.94798084;7
"3117";47;22;10;55.02258727;7
"3118";47;22;11;53.00752909;7
"3119";47;22;2;52.44079398;7
"3120";47;23;2;42.24503765;7
"3121";47;18;20;111.7919233;7
"3122";47;22;4;60.68720055;7
"3123";47;21;8;110.3627652;7
"3124";48;22;0;58.75427789;7
"3125";48;19;15;156.29295;7
"3126";48;22;2;55.16769336;7
"3127";48;22;7;69.81245722;7
"3128";49;22;0;84.22997947;7
"3129";49;22;11;57.93292266;7
"3130";49;20;14;118.0396988;7
"3131";49;20;17;62.11635866;7
"3132";49;22;4;73.58247775;7
"3133";50;22;10;74.71594798;7
"3134";50;19;16;150.146475;7
"3135";50;21;16;60.77754962;7
"3136";50;20;17;83.61670089;7
"3137";50;23;2;48.29842574;7
"3138";50;24;5;49.10061602;7
"3139";50;22;6;95.28542094;7
"3140";50;23;6;49.71389459;7
"3141";51;23;1;51.43326489;7
"3142";51;21;11;111.1074606;7
"3143";51;22;11;66.22039699;7
"3144";51;21;14;78.32991102;7
"3145";51;18;17;215.321013;7
"3146";51;24;2;51.07460643;7
"3147";51;22;5;94.92676249;7
"3148";51;22;7;108.0876112;7
"3149";51;22;8;109.2402464;7
"3150";52;21;0;138.2368241;7
"3151";52;21;12;101.6673511;7
"3152";52;22;12;66.08350445;7
"3153";52;21;14;75.78918549;7
"3154";52;27;7;28.08487337;7
"3155";52;23;9;60.05201916;7
"3156";53;21;14;62.24503765;7
"3157";53;20;16;80.29842574;7
"3158";53;18;17;191.9370294;7
"3159";53;24;8;56.03285421;7
"3160";54;21;10;106.0479124;7
"3161";54;20;12;127.7672827;7
"3162";54;21;14;72.45174538;7
"3163";54;20;15;85.69472964;7
"3164";54;21;15;70.4202601;7
"3165";54;21;16;49.80971937;7
"3166";54;19;17;87.11841205;7
"3167";54;18;19;129.21013;7
"3168";54;26;2;27.67693361;7
"3169";54;22;7;88.53935661;7
"3170";54;23;8;78.7926078;7
"3171";55;21;12;94.27789185;7
"3172";55;19;14;147.211499;7
"3173";55;19;17;98.80903491;7
"3174";55;27;4;30.01505818;7
"3175";55;22;5;94.52156057;7
"3176";55;24;5;73.01574264;7
"3177";55;25;5;53.30047912;7
"3178";55;20;9;136.2162902;7
"3179";56;23;0;64.91170431;7
"3180";56;21;1;132.3723477;7
"3181";56;22;11;80.06570842;7
"3182";56;29;11;22.56262834;7
"3183";56;22;13;55.38945927;7
"3184";56;24;4;58.43394935;7
"3185";56;25;5;43.96988364;7
"3186";56;20;6;175.2005476;7
"3187";57;21;1;106.4093087;7
"3188";57;21;10;106.3216975;7
"3189";57;22;10;60.22176591;7
"3190";57;18;19;149.744011;7
"3191";58;22;1;99.77823409;7
"3192";58;22;11;76.10677618;7
"3193";58;21;12;110.0095825;7
"3194";58;22;13;60.93086927;7
"3195";58;21;19;27.22518823;7
"3196";58;26;2;35.60848734;7
"3197";58;18;20;109.2183436;7
"3198";58;27;8;50.20944559;7
"3199";59;21;17;61.9137577;7
"3200";60;20;12;166.6036961;7
"3201";60;19;13;112.183436;7
"3202";60;20;14;98.29431896;7
"3203";60;21;14;70.22861054;7
"3204";60;19;18;57.94661191;7
"3205";60;29;5;36.39151266;7
"3206";60;22;6;115.118412;7
"3207";60;32;6;20.18617385;7
"3208";60;21;8;156.8323066;7
"3209";61;22;0;120.2710472;7
"3210";61;22;1;107.8001369;7
"3211";61;22;10;77.16906229;7
"3212";61;20;12;183.6002738;7
"3213";61;19;15;84.10677618;7
"3214";61;22;15;47.6659822;7
"3215";61;23;3;80.52019165;7
"3216";61;23;4;76.44900753;7
"3217";61;23;7;67.98083504;7
"3218";62;19;11;116.2546201;7
"3219";62;18;13;221.1307324;7
"3220";62;22;5;91.38945927;7
"3221";62;21;6;135.7125257;7
"3222";62;23;6;57.30321697;7
"3223";63;21;0;128.8104038;7
"3224";63;19;11;88.06297057;7
"3225";63;21;12;95.71252567;7
"3226";63;18;13;207.063655;7
"3227";63;21;13;82.33264887;7
"3228";63;20;14;81.51129363;7
"3229";63;21;14;64.40246407;7
"3230";63;21;4;133.8234086;7
"3231";63;19;6;152.6543463;7
"3232";63;23;8;47.11293634;7
"3233";63;22;9;64.98015058;7
"3234";64;19;0;128.3258042;7
"3235";64;22;11;64.75017112;7
"3236";64;18;13;168.6269678;7
"3237";64;18;14;141.7111567;7
"3238";64;18;15;142.1765914;7
"3239";64;18;16;124.0602327;7
"3240";64;22;4;99.69609856;7
"3241";64;26;6;31.4934976;7
"3242";64;19;8;121.2019165;7
"3243";64;23;8;69.83436003;7
"3244";65;19;1;109.1690623;7
"3245";65;22;10;56.41615332;7
"3246";65;21;13;114.1848049;7
"3247";65;18;14;109.1444216;7
"3248";65;18;15;100.6433949;7
"3249";65;19;4;96.67077344;7
"3250";65;22;5;97.62354552;7
"3251";65;21;6;191.192334;7
"3252";65;22;6;92.89527721;7
"3253";65;20;8;89.86995209;7
"3254";65;21;9;157.5140315;7
"3255";65;23;9;56.08213552;7
"3256";66;23;4;55.16769336;7
"3257";66;22;5;101.4893908;7
"3258";66;20;8;59.57563313;7
"3259";67;18;11;158.4312115;7
"3260";67;20;11;44.07392197;7
"3261";67;23;13;45.63997262;7
"3262";67;25;3;34.83915127;7
"3263";67;22;9;119.3347023;7
"3264";68;18;4;235.7453799;7
"3265";68;23;5;82.28884326;7
"3266";69;19;1;110.0205339;7
"3267";69;18;2;214.8665298;7
"3268";69;20;4;58.27241615;7
"3269";69;19;7;107.7316906;7
"3270";69;22;7;157.6344969;7
"3271";69;24;9;48.183436;7
"3272";70;22;0;170.973306;7
"3273";70;22;10;128.8542094;7
"3274";70;18;12;91.55099247;7
"3275";70;18;14;60.93908282;7
"3276";70;20;3;59.56194387;7
"3277";70;22;3;147.5126626;7
"3278";70;18;9;136.4161533;7
"3279";70;22;9;128.5831622;7
"3280";71;18;11;99.6605065;7
"3281";71;22;13;84.92265572;7
"3282";71;18;2;130.3737166;7
"3283";71;19;2;75.93702943;7
"3284";71;22;9;98.76796715;7
"3285";72;22;15;42.80629706;7
"3286";72;18;2;123.0882957;7
"3287";73;18;0;147.4989733;7
"3288";73;23;10;89.46201232;7
"3289";73;18;11;82.16563997;7
"3290";73;18;5;113.2347707;7
"3291";73;23;7;120.2874743;7
"3292";73;23;8;111.3347023;7
"3293";74;23;2;91.41409993;7
"3294";74;22;3;75.08829569;7
"3295";75;22;5;112.7994524;7
"3296";75;18;7;81.06228611;7
"3297";76;18;0;86.74606434;7
"3298";19;18;8;36.84599589;6
"3299";21;19;13;25.71937029;6
"3300";21;19;4;38.4257358;6
"3301";22;20;10;21.60438056;6
"3302";22;19;15;35.85215606;6
"3303";23;19;15;42.21218344;6
"3304";24;20;13;25.12799452;6
"3305";24;18;20;48.26830938;6
"3306";25;21;0;25.11704312;6
"3307";25;21;10;25.16906229;6
"3308";25;19;15;55.46064339;6
"3309";25;18;21;28.84325804;6
"3310";25;21;6;39.9945243;6
"3311";26;20;12;57.01848049;6
"3312";26;20;13;51.36755647;6
"3313";26;20;15;39.20328542;6
"3314";26;18;17;143.8412047;6
"3315";27;21;11;38.45859001;6
"3316";27;21;12;31.08008214;6
"3317";27;20;3;87.66872005;6
"3318";27;21;6;70.0752909;6
"3319";28;21;10;35.18138261;6
"3320";28;22;11;33.3853525;6
"3321";28;23;11;19.44147844;6
"3322";28;20;14;49.19370294;6
"3323";29;21;1;39.01711157;6
"3324";29;21;11;41.52224504;6
"3325";29;24;4;17.76043806;6
"3326";29;21;5;53.9028063;6
"3327";30;22;10;32.45995893;6
"3328";30;21;12;47.4770705;6
"3329";30;19;18;33.83162218;6
"3330";30;18;19;80.78850103;6
"3331";30;18;20;46.33812457;6
"3332";30;22;7;53.9301848;6
"3333";30;22;8;56.72553046;6
"3334";30;21;9;65.80150582;6
"3335";30;23;9;26.60643395;6
"3336";31;21;1;63.62491444;6
"3337";31;21;12;55.51813826;6
"3338";31;22;13;32.81587953;6
"3339";31;21;14;31.21149897;6
"3340";31;20;15;51.95071869;6
"3341";31;18;20;56.06844627;6
"3342";31;24;3;24.96098563;6
"3343";32;22;0;39.31827515;6
"3344";32;21;1;71.16495551;6
"3345";32;22;10;43.38945927;6
"3346";32;23;12;31.11841205;6
"3347";32;20;14;64.56947296;6
"3348";32;19;18;44.5065024;6
"3349";32;23;3;37.41820671;6
"3350";32;25;9;16.10677618;6
"3351";33;21;0;72.1779603;6
"3352";33;23;1;36.75838467;6
"3353";33;21;11;78.55441478;6
"3354";33;24;13;24.79945243;6
"3355";33;20;15;55.35934292;6
"3356";33;19;17;59.67967146;6
"3357";33;22;4;61.73853525;6
"3358";33;24;6;29.76591376;6
"3359";33;23;7;57.53045859;6
"3360";33;22;9;62.0807666;6
"3361";34;22;1;45.88364134;6
"3362";34;24;10;27.16495551;6
"3363";34;19;15;114.3764545;6
"3364";34;22;15;36.52019165;6
"3365";34;20;16;57.25941136;6
"3366";34;23;3;46.33812457;6
"3367";34;23;5;47.30184805;6
"3368";34;24;9;33.3853525;6
"3369";35;22;10;70.28884326;6
"3370";35;21;15;41.58247775;6
"3371";35;21;16;39.89596167;6
"3372";35;24;3;29.3853525;6
"3373";35;22;4;76.6954141;6
"3374";35;24;6;42.99520876;6
"3375";35;26;6;29.60164271;6
"3376";35;22;7;84.33675565;6
"3377";35;24;7;46.02327173;6
"3378";35;22;8;87.53456537;6
"3379";35;23;8;50.91854894;6
"3380";36;22;0;56.11772758;6
"3381";36;21;1;112.2628337;6
"3382";36;23;12;43.70431211;6
"3383";36;18;21;41.67556468;6
"3384";36;23;5;55.08829569;6
"3385";36;24;6;42.74058864;6
"3386";36;23;7;50.19849418;6
"3387";36;23;8;60.72005476;6
"3388";36;25;8;29.00205339;6
"3389";37;18;-1;65.99315537;6
"3390";37;28;10;15.00342231;6
"3391";37;23;11;40.10677618;6
"3392";37;27;11;24.3613963;6
"3393";37;24;15;19.38945927;6
"3394";37;20;17;44.32580424;6
"3395";37;23;2;51.25530459;6
"3396";37;22;3;57.79329227;6
"3397";37;24;3;39.77002053;6
"3398";37;28;3;19.46338125;6
"3399";37;22;5;66.91307324;6
"3400";37;27;6;21.64271047;6
"3401";37;22;7;95.93976728;6
"3402";37;23;9;45.88637919;6
"3403";37;24;9;38.35181383;6
"3404";38;21;0;93.96303901;6
"3405";38;19;16;109.9575633;6
"3406";38;23;2;50.16563997;6
"3407";38;24;6;40.64339493;6
"3408";39;21;10;78.98425736;6
"3409";39;22;11;58.04791239;6
"3410";39;21;14;49.97672827;6
"3411";39;19;17;88.91718001;6
"3412";39;20;17;56.1615332;6
"3413";39;20;19;29.78781656;6
"3414";39;24;3;39.27173169;6
"3415";39;23;6;58.7871321;6
"3416";39;23;8;45.94934976;6
"3417";39;22;9;73.3744011;6
"3418";39;23;9;57.47296372;6
"3419";40;18;-1;52.84052019;6
"3420";40;22;11;68.58042437;6
"3421";40;20;15;82.46954141;6
"3422";40;21;15;51.10198494;6
"3423";40;23;2;48.28473648;6
"3424";40;28;3;20.92265572;6
"3425";40;24;6;39.89596167;6
"3426";41;21;1;106.1327858;6
"3427";41;22;2;85.90554415;6
"3428";41;27;4;20.50924025;6
"3429";41;23;6;64.96646133;6
"3430";41;26;6;30.93497604;6
"3431";41;22;7;82.275154;6
"3432";41;24;7;45.10609172;6
"3433";42;22;1;66.17932923;6
"3434";42;22;10;61.7412731;6
"3435";42;24;11;27.02532512;6
"3436";42;19;18;66.07802875;6
"3437";42;19;19;53.07049966;6
"3438";42;23;5;59.17864476;6
"3439";42;28;6;24.04106776;6
"3440";42;23;9;56.64887064;6
"3441";43;18;-1;76.09034908;6
"3442";43;20;13;105.4291581;6
"3443";43;21;14;50.22039699;6
"3444";43;21;15;38.65023956;6
"3445";43;26;15;12.09308693;6
"3446";43;20;16;69.8973306;6
"3447";43;19;17;80.65982204;6
"3448";43;19;18;68.22997947;6
"3449";43;19;20;40.20533881;6
"3450";43;21;3;88.73648186;6
"3451";43;24;6;42.16290212;6
"3452";43;25;6;36.90349076;6
"3453";43;28;6;32.5174538;6
"3454";43;22;9;59.19780972;6
"3455";43;23;9;43.17864476;6
"3456";44;21;11;76.73921971;6
"3457";44;20;18;40.74469541;6
"3458";44;22;2;53.93292266;6
"3459";44;22;4;45.41820671;6
"3460";44;24;4;34.53251198;6
"3461";44;22;7;62.54893908;6
"3462";45;23;0;27.58384668;6
"3463";45;21;14;48.63791923;6
"3464";45;20;15;106.110883;6
"3465";45;19;16;124.3203285;6
"3466";45;19;17;87.23887748;6
"3467";45;20;17;68.95003422;6
"3468";45;24;3;25.96030116;6
"3469";45;23;5;39.6659822;6
"3470";45;30;6;19.62217659;6
"3471";46;22;12;37.9137577;6
"3472";46;21;13;68.44353183;6
"3473";46;20;16;78.73511294;6
"3474";46;20;17;63.27173169;6
"3475";46;18;20;112.678987;6
"3476";46;23;8;41.04859685;6
"3477";46;22;9;59.72895277;6
"3478";47;21;11;86.07255305;6
"3479";47;22;13;43.54004107;6
"3480";47;21;17;36.41615332;6
"3481";47;21;3;102.5407255;6
"3482";47;22;5;57.50581793;6
"3483";47;21;6;121.8754278;6
"3484";47;22;6;78.13004791;6
"3485";47;22;8;65.45106092;6
"3486";48;21;12;79.40862423;6
"3487";48;26;13;13.99589322;6
"3488";48;20;15;134.9760438;6
"3489";48;22;5;67.01984942;6
"3490";49;24;1;31.1321013;6
"3491";49;22;10;53.16906229;6
"3492";49;21;12;104.0054757;6
"3493";49;22;12;55.35660507;6
"3494";49;21;15;63.35386721;6
"3495";49;19;20;47.8329911;6
"3496";49;19;21;37.94934976;6
"3497";49;22;3;73.46475017;6
"3498";49;23;3;38.40109514;6
"3499";49;27;3;19.90143737;6
"3500";49;22;7;81.59616701;6
"3501";49;24;9;39.42778919;6
"3502";49;26;9;28.3449692;6
"3503";50;23;1;48.53661875;6
"3504";50;21;13;95.42231348;6
"3505";50;22;14;45.0349076;6
"3506";50;21;15;74.95687885;6
"3507";50;22;17;31.27994524;6
"3508";50;21;18;46.26146475;6
"3509";50;22;2;94.69404517;6
"3510";50;23;4;44.28747433;6
"3511";50;22;5;85.79329227;6
"3512";51;22;0;79.16495551;6
"3513";51;24;11;45.42915811;6
"3514";51;23;12;57.10882957;6
"3515";51;24;12;35.4715948;6
"3516";51;22;13;62.19028063;6
"3517";51;23;14;39.29089665;6
"3518";51;22;15;48.1724846;6
"3519";51;23;2;57.76865161;6
"3520";51;18;20;85.80971937;6
"3521";51;23;3;57.70020534;6
"3522";51;22;4;78.67214237;6
"3523";51;21;7;143.8850103;6
"3524";51;24;8;54.43394935;6
"3525";51;24;9;35.64134155;6
"3526";52;23;0;73.43737166;6
"3527";52;23;1;56.22450376;6
"3528";52;21;10;110.8692676;6
"3529";52;22;10;69.25393566;6
"3530";52;22;11;69.44558522;6
"3531";52;24;11;48.37234771;6
"3532";52;23;12;54.84736482;6
"3533";52;19;15;148.788501;6
"3534";52;19;16;124.7145791;6
"3535";52;20;16;85.80698152;6
"3536";52;22;3;83.01163587;6
"3537";52;26;3;33.84531143;6
"3538";52;23;5;79.34839151;6
"3539";52;25;7;35.62491444;6
"3540";52;24;9;60.34223135;6
"3541";52;25;9;34.10814511;6
"3542";53;22;16;47.57837098;6
"3543";53;21;17;54.47775496;6
"3544";53;20;18;62.01232033;6
"3545";53;22;2;109.0924025;6
"3546";53;23;2;65.47843943;6
"3547";53;18;21;63.95071869;6
"3548";53;22;3;87.8110883;6
"3549";53;25;7;45.50308008;6
"3550";53;23;8;76.19986311;6
"3551";54;25;1;48.28199863;6
"3552";54;20;14;79.05817933;6
"3553";54;20;17;56.55578371;6
"3554";54;21;18;45.27310062;6
"3555";54;22;2;102.2121834;6
"3556";54;22;4;96.84599589;6
"3557";54;23;5;62.10540726;6
"3558";54;24;7;54.99247091;6
"3559";54;25;7;49.83983573;6
"3560";55;22;0;99.21149897;6
"3561";55;24;10;52.01368925;6
"3562";55;25;10;58.66119097;6
"3563";55;24;12;53.62902122;6
"3564";55;26;12;27.85763176;6
"3565";55;20;15;72.50102669;6
"3566";55;20;16;68.38603696;6
"3567";55;25;2;43.16769336;6
"3568";55;25;4;48.45448323;6
"3569";55;24;6;64.66803559;6
"3570";55;23;7;87.94250513;6
"3571";55;23;8;74.82546201;6
"3572";55;26;8;44.89253936;6
"3573";56;22;1;92.34223135;6
"3574";56;21;10;92.89801506;6
"3575";56;23;10;44.7063655;6
"3576";56;26;11;32.46817248;6
"3577";56;28;11;26.03148528;6
"3578";56;26;14;27.80835044;6
"3579";56;20;16;53.49486653;6
"3580";56;19;17;103.3730322;6
"3581";56;23;3;72.28473648;6
"3582";56;22;4;80.53114305;6
"3583";56;29;8;22.99247091;6
"3584";56;21;9;103.9397673;6
"3585";57;20;12;107.3566051;6
"3586";57;20;13;103.3566051;6
"3587";57;24;15;27.84120465;6
"3588";57;19;16;119.8685832;6
"3589";57;25;5;50.14921287;6
"3590";57;23;6;81.23750856;6
"3591";57;28;6;32.29568789;6
"3592";57;22;7;88.40793977;6
"3593";57;21;9;96.15879535;6
"3594";58;24;1;51.77275838;6
"3595";58;21;14;79.76728268;6
"3596";58;18;19;130.9760438;6
"3597";58;24;2;40.44900753;6
"3598";58;18;21;88.3504449;6
"3599";58;25;4;52.61054073;6
"3600";58;27;5;56.97467488;6
"3601";58;25;8;50.80629706;6
"3602";58;27;9;41.92197125;6
"3603";58;28;9;37.7303217;6
"3604";59;22;1;99.01163587;6
"3605";59;24;11;33.49760438;6
"3606";59;22;12;70.4202601;6
"3607";59;21;13;124.9500342;6
"3608";59;23;3;60.83230664;6
"3609";59;28;3;35.72895277;6
"3610";59;25;4;39.64134155;6
"3611";59;22;7;113.0212183;6
"3612";59;22;8;87.00342231;6
"3613";59;25;8;48.39425051;6
"3614";59;27;8;52.83230664;6
"3615";59;31;8;23.00616016;6
"3616";59;22;9;75.02532512;6
"3617";59;27;9;37.93566051;6
"3618";60;22;10;81.09787817;6
"3619";60;20;16;85.17453799;6
"3620";60;18;17;220.7556468;6
"3621";60;19;19;44.99657769;6
"3622";60;22;2;105.6563997;6
"3623";60;22;3;111.0444901;6
"3624";60;24;7;45.47296372;6
"3625";60;22;8;93.72758385;6
"3626";61;21;10;121.4893908;6
"3627";61;21;11;128.073922;6
"3628";61;24;13;33.54140999;6
"3629";62;21;11;89.50855578;6
"3630";62;22;11;69.98220397;6
"3631";62;19;13;66.275154;6
"3632";62;20;13;134.7624914;6
"3633";62;22;13;54.10540726;6
"3634";62;20;14;102.4312115;6
"3635";62;18;18;123.4551677;6
"3636";62;21;2;136.4709103;6
"3637";62;24;6;40.27378508;6
"3638";62;25;7;41.82888433;6
"3639";62;21;9;114.934976;6
"3640";63;23;1;57.10061602;6
"3641";63;24;12;37.24024641;6
"3642";63;20;13;115.1512663;6
"3643";63;18;14;132.6297057;6
"3644";63;20;15;84.6954141;6
"3645";63;24;2;36.73374401;6
"3646";63;18;20;57.83709788;6
"3647";63;29;6;23.46338125;6
"3648";63;23;7;69.93566051;6
"3649";63;22;8;84.68172485;6
"3650";64;21;0;151.2087611;6
"3651";64;23;0;55.78644764;6
"3652";64;20;10;111.8302533;6
"3653";64;19;12;73.80698152;6
"3654";64;21;13;98.94592745;6
"3655";64;21;14;74.64202601;6
"3656";64;18;17;129.9164956;6
"3657";64;21;2;173.6865161;6
"3658";64;22;3;87.18959617;6
"3659";65;22;0;74.21765914;6
"3660";65;22;1;92.44626968;6
"3661";65;19;10;66.51608487;6
"3662";65;19;11;72.72279261;6
"3663";65;21;12;111.4606434;6
"3664";65;21;14;78.05612594;6
"3665";65;23;3;66.55441478;6
"3666";65;23;7;63.02258727;6
"3667";65;22;8;79.84394251;6
"3668";66;21;11;101.8480493;6
"3669";66;19;12;55.78644764;6
"3670";66;20;3;55.73169062;6
"3671";66;23;3;52.13963039;6
"3672";66;24;4;47.2881588;6
"3673";66;19;6;106.1245722;6
"3674";67;19;0;119.4031485;6
"3675";67;22;0;127.4907598;6
"3676";67;18;13;115.2032854;6
"3677";67;22;14;76.30390144;6
"3678";67;21;2;77.83162218;6
"3679";68;22;1;142.4257358;6
"3680";68;18;16;85.54140999;6
"3681";68;23;2;75.35934292;6
"3682";68;22;5;146.6146475;6
"3683";68;19;6;117.0732375;6
"3684";68;22;6;145.5003422;6
"3685";69;21;11;38.17385352;6
"3686";69;23;3;73.29226557;6
"3687";69;23;4;65.67282683;6
"3688";69;20;6;62.85284052;6
"3689";69;25;7;58.51882272;6
"3690";70;19;1;78.32169747;6
"3691";70;22;1;136.0054757;6
"3692";70;19;10;57.54962355;6
"3693";70;23;12;56.13963039;6
"3694";70;20;5;65.28131417;6
"3695";70;21;5;52.80766598;6
"3696";70;19;7;94.05612594;6
"3697";70;22;8;146.1382615;6
"3698";71;19;1;92.15058179;6
"3699";71;24;10;44.83230664;6
"3700";71;18;13;83.1211499;6
"3701";71;23;15;35.95345654;6
"3702";71;20;3;60.46543463;6
"3703";71;23;6;78.48323066;6
"3704";71;22;7;117.1225188;6
"3705";72;23;0;96.36413415;6
"3706";72;20;1;64.63791923;6
"3707";72;23;10;69.68377823;6
"3708";72;23;13;72.90349076;6
"3709";72;24;5;56.79397673;6
"3710";72;23;8;92.55578371;6
"3711";72;22;9;71.87953457;6
"3712";72;23;9;98.65297741;6
"3713";73;33;11;23.98631075;6
"3714";73;18;12;68.78028747;6
"3715";73;23;17;61.34702259;6
"3716";73;24;3;62.45311431;6
"3717";73;18;4;111.8110883;6
"3718";73;20;7;61.71937029;6
"3719";74;22;11;54.34360027;6
"3720";74;23;3;95.55099247;6
"3721";74;28;5;37.86173854;6
"3722";74;18;6;103.4195756;6
"3723";74;19;6;50.2642026;6
"3724";74;23;6;108.9253936;6
"3725";74;23;7;118.6064339;6
"3726";74;22;8;62.02600958;6
"3727";74;23;9;89.99589322;6
"3728";75;18;2;100.440794;6
"3729";76;22;14;40.60232717;6
"3730";76;18;2;81.24845996;6
"3731";78;18;6;70.28884326;6
"3732";79;21;9;49.12525667;6
"3733";20;18;14;47.27994524;5
"3734";20;18;18;12.53661875;5
