"rr";"rr2";"age";"age2";"tenure";"slack";"abol";"seasonal";"head";"married";"dkids";"dykids";"smsa";"nwhite";"yridspl";"school12";"male";"statemb";"stateur";"y"
0,2310924;0,0534037;40;160;3;0;1;0;1;1;1;0;1;0;1;0;1;148;11,7;1
0,5149502;0,2651737;32;102,4;6;0;0;0;0;1;1;1;0;0;5;0;0;158;7;0
0,2074928;0,0430533;37;136,9;4;1;0;0;0;0;0;0;1;0;8;0;1;166;5,1;1
0,5;0,25;29;84,1;1;1;0;0;1;1;0;0;0;0;2;0;1;191;8,2;1
0,5;0,25;41;168,1;1;1;0;0;1;0;0;0;1;0;9;1;0;245;5,2;0
0,4791667;0,2296007;54;291,6;15;1;0;0;1;0;0;0;0;0;4;0;1;161;9;0
0,307438;0,0945181;33;108,9;1;1;0;0;0;0;0;0;1;0;2;1;1;172;6,9;0
0,512987;0,2631557;28;78,4;11;1;0;0;1;1;1;1;1;0;6;0;1;167;4,2;0
0,3352113;0,1123666;21;44,1;1;0;0;0;1;1;0;0;0;0;6;0;1;126;4,9;1
0,4082126;0,1666375;28;78,4;2;1;0;0;1;1;1;1;1;0;3;0;1;163;5,2;1
0,4484305;0,2010899;27;72,9;1;1;0;0;0;0;0;0;0;0;1;0;1;90;14,6;1
0,4974093;0,247416;37;136,9;2;0;0;0;1;0;0;0;1;1;10;0;1;260;7,2;0
0,4889868;0,2391081;27;72,9;10;0;1;0;0;1;1;1;1;0;7;0;0;176;6,8;1
0,5;0,25;21;44,1;1;1;0;0;0;0;0;0;0;1;10;0;1;245;5,8;1
0,5090909;0,2591735;30;90;5;1;0;0;1;1;1;1;1;0;4;1;1;224;8;0
0,52;0,2704;34;115,6;2;0;1;0;0;1;1;0;1;0;4;1;0;189;7;1
0,4983923;0,2483949;39;152,1;2;0;0;0;1;0;0;0;0;0;3;0;1;166;7,4;1
0,5019608;0,2519647;31;96,1;4;1;0;0;0;1;1;1;1;0;9;0;0;215;6,9;1
0,5;0,25;29;84,1;1;1;0;0;1;1;1;1;0;0;9;1;1;215;6,9;1
0,3503055;0,1227139;55;302,5;34;0;0;0;1;1;0;0;1;1;5;0;1;175;5,3;1
0,5027933;0,2528011;34;115,6;1;1;0;0;0;1;1;0;0;0;2;0;0;125;8,6;1
0,4979757;0,2479798;54;291,6;1;1;0;0;1;1;0;0;0;0;9;0;1;215;6,9;1
0,4974093;0,247416;38;144,4;13;0;0;0;1;1;0;0;0;0;3;0;1;147;9,4;1
0,5;0,25;24;57,6;5;1;0;0;1;0;0;0;0;0;1;0;1;135;6,3;1
0,537931;0,2893698;57;324,9;1;0;0;1;0;0;0;0;1;0;2;0;0;153;6,9;1
0,3297587;0,1087408;28;78,4;9;0;0;0;1;1;0;0;1;0;5;0;1;125;6,9;1
0,5177866;0,2681029;34;115,6;2;1;0;0;1;0;0;0;1;0;10;1;0;224;6,6;0
0,332618;0,1106348;30;90;1;1;0;0;1;1;0;0;1;0;3;1;1;150;6,3;0
0,1560892;0,0243638;56;313,6;7;0;0;0;1;1;0;0;0;0;6;1;1;96;6,4;1
0,2816189;0,0793092;36;129,6;3;0;0;0;0;1;0;0;0;0;10;0;1;212;8,5;1
0,5;0,25;24;57,6;4;1;0;0;1;0;0;0;1;1;2;0;1;168;11,4;1
0,1992032;0,0396819;34;115,6;6;1;0;0;1;1;1;1;0;0;1;0;1;90;14,6;1
0,4786885;0,2291427;29;84,1;7;1;0;0;0;0;0;0;1;1;4;0;1;161;9;1
0,3732719;0,1393319;60;360;5;1;0;0;1;0;0;0;1;0;8;1;1;187;6;1
0,5991561;0,3589881;25;62,5;2;0;0;0;1;0;0;0;1;1;6;0;1;228;4;0
0,3640857;0,1325584;43;184,9;24;0;0;0;1;1;0;0;1;0;8;0;1;255;4;0
0,518732;0,2690829;32;102,4;2;1;0;0;1;1;1;1;1;0;8;0;1;210;6,7;1
0,498155;0,2481584;45;202,5;10;0;0;0;1;1;1;0;1;0;9;0;1;200;5,9;1
0,1969197;0,0387774;28;78,4;2;1;0;0;1;1;1;1;1;0;2;1;1;166;9,7;0
0,5;0,25;29;84,1;3;1;0;0;1;1;0;0;0;0;2;1;1;175;5,6;1
0,2763819;0,076387;23;52,9;3;1;0;0;0;0;1;0;1;0;1;0;0;148;11,7;1
0,5024155;0,2524213;45;202,5;15;1;0;0;0;1;0;0;1;0;3;0;0;145;7,5;0
0,3938224;0,1550961;44;193,6;8;1;0;0;1;1;1;0;1;0;2;0;1;166;9,7;0
0,5;0,25;21;44,1;1;0;1;0;0;0;0;0;1;0;6;0;1;175;5,3;0
0,5205479;0,2709701;45;202,5;5;0;0;0;0;1;0;0;0;0;10;0;0;251;10,5;1
0,5238096;0,2743765;23;52,9;2;0;0;1;0;0;0;0;0;0;10;0;1;251;10,5;1
0,521978;0,2724611;25;62,5;1;0;0;0;0;0;0;0;1;0;7;0;1;135;6,3;0
0,5012658;0,2512674;38;144,4;5;0;0;0;1;1;1;0;0;1;10;0;1;251;10,5;1
0,3947369;0,1558172;56;313,6;6;1;0;0;1;0;0;0;1;0;1;0;0;148;11,7;1
0,3227092;0,1041412;36;129,6;6;0;0;0;1;1;1;1;0;0;1;0;1;145;9,1;0
0,2981878;0,088916;39;152,1;4;1;0;0;1;1;1;1;0;1;8;1;1;209;7,2;0
0,5208333;0,2712674;29;84,1;8;0;0;0;1;1;1;1;0;0;9;0;1;245;8,3;1
0,294;0,086436;32;102,4;11;1;0;0;1;1;0;0;0;0;4;0;1;147;8,9;0
0,4935897;0,2436308;24;57,6;6;1;0;0;0;1;1;1;1;0;8;0;0;187;6;1
0,5;0,25;33;108,9;3;1;0;0;1;1;0;0;0;0;2;0;1;142;8,6;1
0,4113924;0,1692437;22;48,4;2;1;0;0;0;0;0;0;1;0;10;0;1;247;6;1
0,2444152;0,0597388;37;136,9;9;0;0;0;1;1;1;0;1;0;5;1;1;189;8,7;1
0,3936652;0,1549723;23;52,9;1;0;0;0;1;1;0;0;1;0;10;0;1;210;7,5;1
0,3893805;0,1516172;47;220,9;2;1;0;0;1;1;1;0;1;0;8;0;1;166;5,1;0
0,2425595;0,0588351;53;280,9;1;1;0;0;0;0;0;0;1;0;10;0;1;206;7,1;1
0,6484848;0,4205326;33;108,9;5;0;0;0;0;1;1;0;0;0;9;0;0;238;5,5;1
0,5280899;0,2788789;21;44,1;1;0;0;0;0;0;1;0;0;0;1;0;1;182;14,3;1
0,2847222;0,0810667;43;184,9;2;0;1;0;1;1;1;0;1;0;9;1;1;199;6,2;0
0,5561224;0,3092721;34;115,6;2;1;0;0;1;1;1;1;0;0;5;1;1;190;5,4;0
0,54;0,2916;26;67,6;2;0;1;0;0;1;1;0;0;0;4;0;0;120;5,5;1
0,2790224;0,0778535;31;96,1;10;0;0;0;1;1;1;1;1;0;5;0;1;140;9,3;1
0,5023924;0,2523981;23;52,9;2;1;0;0;0;1;1;1;1;0;7;0;0;204;3,6;1
0,5183486;0,2686853;32;102,4;4;0;0;0;1;0;1;0;0;1;6;1;0;205;12;1
0,3931398;0,1545589;31;96,1;2;1;0;0;1;1;1;1;1;1;6;1;1;166;5,8;0
0,5;0,25;37;136,9;5;0;0;0;1;1;1;1;1;0;2;0;1;156;6;1
0,5;0,25;25;62,5;1;0;0;0;1;0;0;0;0;0;1;0;1;129;4,5;0
0,5190312;0,2693934;54;291,6;23;0;0;0;0;1;0;0;1;0;7;0;0;252;5,2;1
0,6516129;0,4245993;37;136,9;1;0;0;0;1;1;0;0;0;0;3;0;1;197;9,4;0
0,1945701;0,0378575;33;108,9;5;0;0;0;1;1;1;0;1;0;5;1;1;175;5,7;0
0,3938356;0,1551065;26;67,6;6;0;0;0;0;0;0;0;1;1;2;0;0;166;9,7;1
0,2742616;0,0752194;42;176,4;5;0;0;0;1;1;1;0;1;0;10;1;1;165;5,7;1
0,52;0,2704;39;152,1;1;0;0;0;0;0;0;0;1;0;7;0;1;252;5,2;1
0,5;0,25;45;202,5;29;0;0;0;1;1;0;0;0;0;2;0;1;166;8,9;0
0,4983923;0,2483949;36;129,6;3;0;0;0;0;0;0;0;1;0;3;0;1;166;6,7;0
0,5;0,25;53;280,9;6;0;0;0;0;1;0;0;1;0;5;0;0;194;6,3;0
0,2213642;0,0490021;26;67,6;2;0;0;0;1;1;1;0;1;0;3;0;1;166;7,4;1
0,3950954;0,1561004;45;202,5;4;1;0;0;1;0;0;0;1;1;10;0;1;210;7,5;1
0,5428572;0,2946939;29;84,1;1;1;0;0;1;1;1;1;0;0;9;0;1;134;2,2;0
0,5185185;0,2688614;26;67,6;9;0;0;0;0;1;0;0;1;0;8;0;0;266;4,5;1
0,5024155;0,2524213;32;102,4;4;0;0;0;1;1;1;1;1;0;3;1;1;172;5,1;0
0,5772358;0,3332011;38;144,4;1;1;0;0;1;1;1;0;0;0;6;0;1;150;2,5;0
0,5;0,25;40;160;1;0;1;0;0;1;1;0;0;0;8;0;0;228;3,5;1
0,2777778;0,0771605;31;96,1;9;1;0;0;1;1;1;0;1;0;4;0;1;125;6,5;1
0,5034482;0,2534601;28;78,4;1;1;0;0;0;1;1;1;0;1;10;1;0;245;5,8;0
0,1748319;0,0305662;27;72,9;1;0;0;1;1;1;1;1;0;0;8;0;1;210;6,7;0
0,5201465;0,2705524;35;122,5;3;1;0;0;0;0;0;0;1;0;7;0;1;252;5,2;1
0,5;0,25;41;168,1;5;0;1;0;1;0;1;0;0;0;1;0;0;129;4,5;0
0,5408163;0,2924823;43;184,9;4;0;0;0;1;0;0;0;1;0;5;0;0;120;9,8;1
0,5172414;0,2675386;52;270,4;1;1;0;0;1;1;0;0;1;0;8;1;1;266;4,5;1
0,5;0,25;60;360;4;1;0;0;0;1;0;0;1;0;8;0;0;180;5,1;1
0,5;0,25;21;44,1;2;1;0;0;1;1;0;0;1;0;4;0;1;150;6,8;1
0,4976959;0,2477012;23;52,9;1;1;0;0;1;1;0;0;0;0;8;0;1;193;5,1;0
0,5189874;0,2693479;55;302,5;3;0;0;0;0;0;0;0;1;1;10;1;1;198;5,8;0
0,5024155;0,2524213;61;372,1;8;0;1;0;0;1;0;0;0;0;3;0;0;129;4,3;0
0,5013477;0,2513495;25;62,5;5;1;0;0;1;1;0;0;0;0;1;0;1;179;11;1
0,3691983;0,1363074;44;193,6;10;0;1;0;1;1;1;0;1;0;10;1;1;221;4,9;0
0,2703297;0,0730781;31;96,1;1;0;0;0;0;0;0;0;1;0;7;0;1;135;6,3;0
0,519084;0,2694482;60;360;20;0;0;0;1;1;1;0;1;1;5;0;1;232;6,8;1
0,4091858;0,167433;31;96,1;7;0;0;0;1;1;1;1;1;1;1;0;1;176;8,5;1
0,42;0,1764;41;168,1;2;0;0;1;1;1;1;1;1;1;1;0;1;110;11,9;1
0,4983923;0,2483949;21;44,1;1;0;0;0;0;0;1;0;1;0;3;0;1;172;5,1;0
0,5;0,25;29;84,1;1;0;0;0;1;1;0;0;0;0;8;0;1;255;4;1
0,4900222;0,2401217;32;102,4;2;1;0;0;0;1;0;0;1;0;8;0;1;255;4;1
0,5436242;0,2955272;43;184,9;7;1;0;0;0;0;0;0;0;1;1;1;1;90;12,4;1
0,3709677;0,1376171;50;250;2;0;0;1;1;1;1;0;1;1;8;0;1;185;5,9;1
0,3944444;0,1555864;36;129,6;4;0;0;0;1;1;1;1;1;0;2;0;1;166;9,7;1
0,2564103;0,0657462;35;122,5;4;1;0;0;1;1;1;1;1;0;1;1;1;90;12,4;1
0,5989011;0,3586825;20;40;1;1;0;0;0;0;0;0;1;0;7;0;0;225;3,1;0
0,5;0,25;28;78,4;5;1;0;0;1;0;1;0;1;0;4;0;0;167;5,4;0
0,5;0,25;22;48,4;2;0;1;0;0;0;0;0;1;0;8;0;1;169;5,5;0
0,517588;0,2678973;55;302,5;12;1;0;0;1;1;0;0;1;0;6;1;1;203;8,4;1
0,350211;0,1226477;42;176,4;2;0;0;0;1;1;1;0;1;0;10;0;1;210;7,5;1
0,5192308;0,2696006;35;122,5;3;0;0;0;1;0;1;0;1;0;8;0;0;209;6,2;0
0,341954;0,1169326;39;152,1;8;1;0;0;1;1;1;0;1;0;10;0;1;150;7,2;1
0,5192308;0,2696006;25;62,5;1;0;0;1;1;0;0;0;1;1;8;0;1;197;5,6;0
0,5016611;0,2516639;37;136,9;13;0;0;0;0;1;1;0;1;0;1;0;0;147;12,3;1
0,513834;0,2640254;25;62,5;3;1;0;0;0;1;1;0;1;0;10;1;1;165;5,7;0
0,5023041;0,2523094;23;52,9;2;0;0;0;0;0;0;0;1;0;10;0;1;225;7,3;1
0,4896552;0,2397622;32;102,4;2;1;0;0;0;0;0;0;1;0;10;1;1;270;6,7;1
0,3371041;0,1136392;36;129,6;5;0;0;0;1;1;1;0;0;0;10;0;1;188;7,5;1
0,3146998;0,099036;57;324,9;15;1;0;0;0;1;0;0;1;0;1;0;0;136;9,4;1
0,4981949;0,2481982;21;44,1;2;1;0;0;0;0;0;0;1;1;10;0;1;225;7,3;1
0,5026455;0,2526525;36;129,6;4;0;0;0;1;0;0;0;0;0;6;0;1;130;10,2;0
0,52;0,2704;42;176,4;2;0;0;0;1;1;0;0;1;0;4;0;1;224;8;0
0,4599156;0,2115224;42;176,4;23;0;0;0;1;1;0;0;1;0;10;0;1;276;9,2;1
0,3728814;0,1390405;57;324,9;5;1;0;0;1;1;0;0;0;0;5;1;1;90;6,7;1
0,4185393;0,1751752;50;250;2;0;0;0;1;1;0;0;0;0;10;0;1;188;7,5;1
0,6666667;0,4444445;25;62,5;3;0;0;0;0;0;0;0;1;0;3;0;1;170;6,2;1
0,5;0,25;37;136,9;2;1;0;0;1;1;1;1;1;0;10;0;1;282;9;1
0,5189874;0,2693479;36;129,6;1;1;0;0;0;0;0;0;1;0;10;0;1;202;5,5;1
0,3132911;0,0981513;30;90;4;0;0;0;1;1;1;0;0;0;10;0;1;251;10,5;1
0,5909091;0,3491735;32;102,4;3;1;0;0;0;1;1;0;0;0;10;0;1;188;7,5;1
0,4680135;0,2190366;39;152,1;17;0;0;0;1;1;1;0;1;0;4;0;1;139;5,4;0
0,52;0,2704;23;52,9;5;1;0;0;0;1;1;1;1;0;4;0;0;224;8;1
0,5179487;0,2682709;39;152,1;4;1;0;0;1;0;1;0;1;1;1;1;0;190;10,3;1
0,449848;0,2023633;26;67,6;3;1;0;0;1;1;1;1;0;0;9;0;1;180;5,1;1
0,5021097;0,2521141;37;136,9;2;0;0;0;0;0;0;0;1;0;10;0;1;225;7,3;0
0,4364508;0,1904893;34;115,6;3;1;0;0;1;1;1;0;1;0;8;0;1;210;6,7;0
0,4668508;0,2179497;27;72,9;1;0;0;0;1;1;0;0;1;0;3;0;1;163;5,2;0
0,5911602;0,3494704;31;96,1;3;1;0;0;1;1;1;1;1;0;9;0;1;180;5,1;1
0,1603376;0,0257081;23;52,9;1;0;1;0;1;0;0;0;1;0;1;1;1;136;9,4;1
0,3487654;0,1216373;55;302,5;10;1;0;0;1;1;0;0;0;1;2;0;1;105;12,6;1
0,5225806;0,2730905;39;152,1;13;0;1;0;0;1;1;0;0;0;3;1;0;156;10;1
0,5018868;0,2518903;21;44,1;2;1;0;0;0;0;0;0;1;0;6;0;1;180;4,9;1
0,2862191;0,0819214;33;108,9;6;1;0;0;0;0;0;0;0;0;1;0;1;145;9,1;1
0,414557;0,1718575;43;184,9;4;1;0;0;1;0;0;0;1;0;10;1;1;168;7,2;1
0,4977376;0,2477427;47;220,9;10;0;0;0;0;1;1;0;1;0;1;0;0;148;11,7;1
0,4981685;0,2481719;30;90;3;1;0;0;0;1;1;1;1;0;7;1;0;200;5;0
0,6008584;0,3610308;42;176,4;3;1;0;0;1;1;1;1;1;1;7;0;1;225;3,1;1
0,4683908;0,2193899;34;115,6;2;0;0;0;1;1;1;0;0;0;10;0;1;206;7,1;1
0,2724868;0,074249;26;67,6;2;1;0;0;1;1;0;0;0;0;2;0;1;191;8,2;1
0,4905063;0,2405965;32;102,4;4;1;0;0;1;1;1;1;1;0;10;0;1;196;6,4;0
0,3009554;0,0905742;36;129,6;5;0;0;0;1;1;1;0;1;0;5;0;1;193;6;1
0,5177866;0,2681029;30;90;2;1;0;0;1;0;0;0;1;0;10;0;1;291;6,9;1
0,4164588;0,173438;24;57,6;2;1;0;0;0;0;0;0;0;1;1;0;0;150;9,5;1
0,566265;0,3206561;27;72,9;3;0;0;0;0;0;0;0;0;0;6;0;0;162;5,5;1
0,3184584;0,1014158;37;136,9;10;0;0;0;1;1;1;0;1;0;6;1;1;166;5,8;1
0,236671;0,0560132;58;336,4;25;0;0;0;1;1;0;0;0;0;7;0;1;200;4,3;1
0,3326848;0,1106792;34;115,6;7;0;0;1;1;1;1;0;0;1;2;0;1;158;8,8;1
0,4126582;0,1702868;36;129,6;2;1;0;0;0;0;0;0;0;0;10;0;1;206;6,1;1
0,2467019;0,0608618;38;144,4;4;1;0;0;1;1;1;0;1;0;6;0;1;197;8,2;1
0,2994242;0,0896548;37;136,9;10;0;0;1;1;1;0;0;1;0;8;0;1;180;5,1;1
0,5192308;0,2696006;45;202,5;1;0;0;0;1;1;1;1;1;0;8;0;1;210;6,7;0
0,5;0,25;52;270,4;8;1;0;0;1;0;0;0;1;0;10;0;1;260;5,1;1
0,5024155;0,2524213;27;72,9;2;0;0;0;0;1;1;1;1;0;3;0;0;166;6,7;1
0,4914089;0,2414827;37;136,9;13;1;0;0;1;0;1;0;0;0;7;0;0;157;6;1
0,5;0,25;24;57,6;1;1;0;0;1;0;0;0;1;0;4;1;0;147;8,9;1
0,2956989;0,0874378;58;336,4;14;0;0;0;1;1;0;0;0;0;1;0;1;148;11,7;0
0,4355555;0,1897086;47;220,9;12;1;0;0;1;1;1;0;1;0;4;0;1;196;3,9;1
0,5215947;0,272061;34;115,6;2;0;0;0;1;1;1;0;1;0;1;1;1;147;7,7;0
0,2669683;0,0712721;34;115,6;2;0;0;0;1;0;1;0;1;0;5;0;1;120;8;0
0,2692308;0,0724852;34;115,6;1;1;0;0;1;1;1;1;0;0;9;0;1;162;5,6;1
0,455;0,207025;33;108,9;1;0;0;0;1;0;0;0;1;0;7;0;1;200;5;0
0,4122137;0,1699202;36;129,6;8;0;0;0;1;1;1;0;0;0;1;0;1;194;14,4;1
0,6626506;0,4391058;25;62,5;1;0;0;0;0;1;0;0;1;0;3;0;0;170;6,2;1
0,5181818;0,2685124;30;90;2;1;0;0;0;0;0;0;0;1;9;0;1;217;6,2;1
0,5;0,25;30;90;2;0;0;0;1;0;1;1;1;1;9;0;0;165;4,7;1
0,523077;0,2736095;25;62,5;3;0;0;0;0;1;1;1;1;0;8;0;0;210;6,7;0
0,2805907;0,0787311;49;240,1;3;0;1;0;0;1;0;0;0;0;10;1;1;168;7,2;0
0,4669927;0,2180822;48;230,4;14;0;0;0;1;0;0;0;1;0;7;0;0;210;7,3;0
0,5984556;0,3581491;58;336,4;19;1;0;0;1;1;1;0;0;0;3;0;1;194;5,6;1
0,522388;0,2728893;58;336,4;6;0;0;0;0;1;0;0;0;0;10;0;0;291;6,9;1
0,2681482;0,0719034;39;152,1;16;1;0;0;1;1;1;0;1;0;2;0;1;168;8;0
0,461326;0,2128216;36;129,6;10;1;0;0;1;1;1;0;1;0;3;0;1;161;9,1;1
0,465587;0,2167713;37;136,9;2;1;0;0;1;1;1;1;1;0;10;0;1;291;6,9;1
0,4930556;0,2431038;38;144,4;2;0;1;0;0;0;0;0;0;0;9;0;1;188;6,9;0
0,4786517;0,2291074;51;260,1;6;1;0;0;1;1;1;0;0;0;2;0;1;197;14,2;1
0,4883721;0,2385073;52;270,4;16;1;0;0;1;1;0;0;1;0;5;0;1;171;8,1;1
0,2809316;0,0789226;34;115,6;15;0;0;0;1;1;1;1;0;0;5;1;1;197;8,2;0
0,3935185;0,1548568;24;57,6;1;0;1;0;1;1;0;0;1;0;2;0;1;166;9,7;0
0,3066104;0,0940099;35;122,5;1;1;0;0;1;1;1;1;1;0;10;1;1;276;9,2;1
0,239418;0,057321;41;168,1;14;1;0;0;1;1;1;0;1;0;2;1;1;168;11,4;1
0,5172414;0,2675386;41;168,1;1;1;0;0;1;1;0;0;1;0;8;0;1;225;8,6;1
0,5217391;0,2722117;28;78,4;1;1;0;0;1;1;0;0;0;0;3;0;1;182;5,9;0
0,262662;0,0689913;52;270,4;10;0;0;0;1;1;0;0;1;0;10;1;1;282;9;1
0,5192308;0,2696006;30;90;2;1;0;0;0;1;0;0;1;0;8;0;1;210;6,7;0
0,5012658;0,2512674;34;115,6;1;1;0;0;1;0;0;0;1;0;10;0;1;260;7,2;1
0,5212766;0,2717293;33;108,9;2;0;1;0;0;1;0;0;1;1;8;0;0;210;6,7;0
0,5026455;0,2526525;21;44,1;2;1;0;0;0;0;0;0;0;0;6;0;0;130;10,2;0
0,5444444;0,2964197;28;78,4;2;0;0;0;1;1;0;0;0;0;4;0;1;120;5,5;0
0,5189874;0,2693479;47;220,9;7;1;0;0;1;1;0;0;1;0;10;0;1;291;6,9;1
0,1984829;0,0393955;28;78,4;7;0;0;0;1;0;0;0;1;0;6;1;1;166;5,8;0
0,2648276;0,0701336;53;280,9;12;0;0;0;1;1;0;0;1;0;3;0;1;185;7;0
0,522449;0,2729529;28;78,4;2;0;0;0;0;0;0;0;1;0;5;1;0;135;5,9;0
0,4177215;0,1744913;44;193,6;1;1;0;0;1;1;1;0;1;0;10;0;1;168;7,2;1
0,5;0,25;25;62,5;1;1;0;0;0;0;0;0;1;1;8;0;1;169;5,5;0
0,5410628;0,2927489;37;136,9;1;0;0;0;1;1;1;1;0;0;3;1;1;120;4,4;0
0,1901408;0,0361535;47;220,9;2;0;0;0;1;0;0;0;0;0;6;1;1;171;6,3;0
0,4195251;0,1760013;41;168,1;7;1;0;0;1;1;1;0;0;0;6;0;1;168;7,4;1
0,5023474;0,2523529;30;90;2;1;0;0;0;1;1;1;1;0;10;0;0;225;7,3;1
0,5202312;0,2706405;57;324,9;7;0;0;0;1;1;0;0;0;0;2;0;1;205;11,8;1
0,3367089;0,1133729;45;202,5;5;0;0;0;1;1;1;0;1;0;10;0;1;168;7,2;1
0,5;0,25;20;40;1;1;0;0;0;1;1;1;0;0;2;0;0;146;6,9;1
0,5205047;0,2709252;24;57,6;4;1;0;0;0;1;0;0;1;0;2;1;0;197;9;1
0,1701389;0,0289472;33;108,9;10;1;0;0;1;1;1;0;0;0;2;0;1;136;10,1;1
0,3157895;0,099723;37;136,9;4;1;0;0;1;1;1;0;1;0;5;1;1;189;8,9;1
0,46;0,2116;38;144,4;12;1;0;0;1;0;0;0;0;1;4;0;1;115;10,3;1
0,5028248;0,2528328;24;57,6;2;0;0;0;1;1;1;1;0;1;7;1;1;132;4,5;1
0,4669927;0,2180822;51;260,1;15;1;0;0;1;0;0;0;1;1;7;0;1;210;7,3;1
0,5022421;0,2522472;30;90;5;1;0;0;0;1;1;1;0;0;1;0;0;152;9,7;0
0,3931035;0,1545303;27;72,9;2;0;0;0;1;1;1;1;1;0;3;0;1;166;7,8;0
0,4979079;0,2479123;37;136,9;1;1;0;0;1;0;0;0;1;0;9;0;1;255;4,8;1
0,373673;0,1396315;39;152,1;11;0;0;0;1;0;1;0;1;1;3;0;0;170;6,2;1
0,2234375;0,0499243;33;108,9;12;1;0;0;1;1;1;0;1;0;4;0;1;143;8;1
0,4328358;0,1873468;28;78,4;5;0;0;0;1;1;1;1;0;0;1;0;1;130;10,1;1
0,4641026;0,2153912;22;48,4;4;1;0;0;1;1;1;1;1;0;8;0;1;209;7,2;1
0,4411178;0,1945849;26;67,6;2;1;0;0;0;0;0;0;0;0;8;1;1;255;4;1
0,3257919;0,1061403;40;160;16;0;0;0;1;1;1;0;0;0;5;0;1;147;8,1;0
0,3444445;0,118642;33;108,9;12;0;0;0;1;1;1;1;1;0;5;0;1;189;8,9;1
0,3924051;0,1539817;41;168,1;7;1;0;0;1;0;0;0;0;0;10;0;1;196;6,4;1
0,5192308;0,2696006;35;122,5;1;0;0;0;1;1;1;1;1;0;6;0;1;203;8,4;1
0,5;0,25;22;48,4;2;0;0;0;1;0;0;0;0;0;2;0;0;166;8,9;1
0,4170403;0,1739227;25;62,5;1;0;0;1;0;0;0;0;1;0;1;0;0;136;9,4;1
0,5019305;0,2519342;31;96,1;2;1;0;0;1;1;1;1;0;0;2;0;1;136;10,1;0
0,5;0,25;25;62,5;1;1;0;0;0;0;0;0;0;0;2;0;1;196;10,4;1
0,4718499;0,2226423;61;372,1;4;0;0;0;1;1;0;0;1;0;3;0;1;170;6,2;1
0,6602316;0,4359058;38;144,4;5;1;0;0;1;1;1;1;1;0;2;0;1;158;7,8;1
0,4903475;0,2404407;37;136,9;6;0;1;0;1;1;1;0;1;0;10;0;1;193;6,9;1
0,5;0,25;24;57,6;4;0;0;0;0;0;1;0;1;0;9;1;0;272;6;1
0,5;0,25;31;96,1;1;1;0;0;1;1;0;0;0;0;2;0;1;136;10,1;1
0,4898785;0,239981;29;84,1;8;0;0;0;1;1;0;0;0;0;9;0;1;190;5,8;1
0,4589666;0,2106503;47;220,9;2;1;0;0;0;1;1;0;1;0;9;1;0;184;5,7;1
0,4658228;0,2169909;57;324,9;4;1;0;0;1;1;0;0;1;0;9;0;1;224;4,9;1
0,4010554;0,1608454;29;84,1;2;1;0;0;1;1;1;1;1;0;10;0;0;193;6,9;1
0,3512545;0,1233797;34;115,6;3;0;0;0;1;1;1;1;1;0;1;0;1;176;8,5;1
0,5222222;0,272716;33;108,9;6;0;0;0;1;1;1;1;1;1;4;0;1;189;7;0
0,3759259;0,1413203;55;302,5;2;0;1;0;1;1;1;0;1;0;5;0;1;207;3,8;1
0,3951368;0,1561331;31;96,1;2;0;0;0;0;1;0;0;1;0;9;1;1;190;5,6;0
0,2513587;0,0631812;33;108,9;3;0;0;0;1;1;0;0;1;0;5;1;1;188;10,8;1
0,4040404;0,1632486;29;84,1;1;1;0;0;0;1;0;0;1;0;10;0;1;165;6,6;1
0,4479167;0,2006293;36;129,6;3;1;0;0;1;1;1;0;1;0;3;0;1;125;6;0
0,4306358;0,1854472;23;52,9;1;0;0;0;0;0;1;0;0;0;2;0;1;138;6,1;1
0,5;0,25;24;57,6;1;1;0;0;0;0;0;0;1;0;7;1;0;180;4,2;1
0,5;0,25;37;136,9;9;0;0;0;0;1;0;0;1;1;3;0;0;145;7,5;0
0,4377778;0,1916494;36;129,6;16;0;0;0;1;1;1;0;1;0;4;0;1;197;9,9;1
0,5210527;0,2714959;45;202,5;15;0;0;0;1;1;0;0;1;0;2;0;1;211;18;1
0,5211267;0,2715731;36;129,6;12;0;0;0;1;1;1;1;1;0;6;0;1;203;8,4;1
0,4976959;0,2477012;27;72,9;3;1;0;0;1;1;1;1;0;1;8;0;1;145;7,8;1
0,5020576;0,2520618;47;220,9;5;1;0;0;1;1;0;0;1;1;2;0;1;125;5,4;1
0,5036497;0,253663;60;360;1;1;0;0;0;1;1;0;0;0;10;0;0;140;3,4;1
0,4690909;0,2200463;33;108,9;6;1;0;0;1;1;1;1;0;0;4;0;1;129;5,2;1
0,3891403;0,1514302;35;122,5;1;0;1;0;1;1;0;0;1;0;5;0;1;175;5,3;1
0,3950617;0,1560738;47;220,9;6;0;0;0;0;1;0;0;0;0;2;0;0;166;9,7;0
0,5;0,25;24;57,6;2;0;0;0;0;0;0;0;1;1;4;0;1;150;6,8;0
0,5822785;0,3390482;42;176,4;3;1;0;0;1;1;1;0;1;0;10;1;1;291;6,6;1
0,3946667;0,1557618;37;136,9;2;0;0;1;1;1;1;0;1;1;10;1;1;210;7,5;1
0,5;0,25;25;62,5;4;1;0;0;0;1;1;1;0;1;2;0;0;196;10,4;1
0,275;0,075625;57;324,9;13;0;0;1;1;1;0;0;0;0;9;0;1;187;3,9;1
